epoch,policy,chosen,verdict,correct
1,extern,US0->CS0;US0->CS12;US0->CS4;US0->CS8,-,0
2,extern,US1->CS1;US1->CS13;US1->CS5;US0->CS0,-,0
3,extern,US1->CS9;US10->CS10;US10->CS14;US0->CS0,-,0
4,extern,US10->CS2;US10->CS6;US11->CS11;US0->CS0,-,0
5,extern,US11->CS15;US11->CS3;US11->CS7;US0->CS0,-,0
6,extern,US12->CS0;US12->CS12;US12->CS4;US0->CS0,-,0
7,extern,US12->CS8;US13->CS1;US13->CS13;US0->CS0,-,0
8,extern,US13->CS5;US13->CS9;US14->CS10;US0->CS0,-,0
9,extern,US14->CS14;US14->CS2;US14->CS6;US0->CS0,-,0
10,extern,US15->CS11;US15->CS15;US15->CS3;US0->CS0,-,0
11,extern,US15->CS7;US16->CS0;US16->CS12;US0->CS0,-,0
12,extern,US16->CS4;US16->CS8;US17->CS1;US0->CS0,-,0
13,extern,US17->CS13;US17->CS5;US17->CS9;US0->CS0,-,0
14,extern,US18->CS10;US18->CS14;US18->CS2;US0->CS0,-,0
15,extern,US18->CS6;US19->CS11;US19->CS15;US0->CS0,-,0
16,extern,US19->CS3;US19->CS7;US2->CS10;US0->CS0,-,0
17,extern,US2->CS14;US2->CS2;US2->CS6;US0->CS0,-,0
18,extern,US20->CS0;US20->CS12;US20->CS4;US0->CS0,-,0
19,extern,US20->CS8;US21->CS1;US21->CS13;US0->CS0,-,0
20,extern,US21->CS5;US21->CS9;US22->CS10;US0->CS0,-,0
21,extern,US22->CS14;US22->CS2;US22->CS6;US0->CS0,-,0
22,extern,US23->CS11;US23->CS15;US23->CS3;US0->CS0,-,0
23,extern,US23->CS7;US24->CS0;US24->CS12;US0->CS0,-,0
24,extern,US24->CS4;US24->CS8;US25->CS1;US0->CS0,-,0
25,extern,US25->CS13;US25->CS5;US25->CS9;US0->CS0,US25->CS9,1
26,extern,US26->CS10;US26->CS14;US26->CS2;US0->CS0,-,0
27,extern,US26->CS6;US27->CS11;US27->CS15;US0->CS0,-,0
28,extern,US27->CS3;US27->CS7;US28->CS0;US0->CS0,-,0
29,extern,US28->CS12;US28->CS4;US28->CS8;US0->CS0,-,0
30,extern,US29->CS1;US29->CS13;US29->CS5;US0->CS0,-,0
31,extern,US29->CS9;US3->CS11;US3->CS15;US0->CS0,-,0
32,extern,US3->CS3;US3->CS7;US30->CS10;US0->CS0,-,0
33,extern,US30->CS14;US30->CS2;US30->CS6;US0->CS0,-,0
34,extern,US31->CS11;US31->CS15;US31->CS3;US0->CS0,-,0
35,extern,US31->CS7;US4->CS0;US4->CS12;US0->CS0,-,0
36,extern,US4->CS4;US4->CS8;US5->CS1;US0->CS0,-,0
37,extern,US5->CS13;US5->CS5;US5->CS9;US0->CS0,-,0
38,extern,US6->CS10;US6->CS14;US6->CS2;US0->CS0,-,0
39,extern,US6->CS6;US7->CS11;US7->CS15;US0->CS0,-,0
40,extern,US7->CS3;US7->CS7;US8->CS0;US0->CS0,-,0
41,extern,US8->CS12;US8->CS4;US8->CS8;US0->CS0,-,0
42,extern,US9->CS1;US9->CS13;US9->CS5;US0->CS0,-,0
43,extern,US9->CS9;US0->CS12;US0->CS4;US0->CS0,-,0
44,extern,US0->CS8;US1->CS1;US1->CS13;US0->CS0,-,0
45,extern,US1->CS5;US1->CS9;US10->CS10;US0->CS0,-,0
46,extern,US10->CS14;US10->CS2;US10->CS6;US0->CS0,-,0
47,extern,US11->CS11;US11->CS15;US11->CS3;US0->CS0,-,0
48,extern,US11->CS7;US12->CS0;US12->CS12;US0->CS0,-,0
49,extern,US12->CS4;US12->CS8;US13->CS1;US0->CS0,-,0
50,extern,US13->CS13;US13->CS5;US13->CS9;US0->CS0,-,0
51,extern,US14->CS10;US14->CS14;US14->CS2;US0->CS0,-,0
52,extern,US14->CS6;US15->CS11;US15->CS15;US0->CS0,-,0
53,extern,US15->CS3;US15->CS7;US16->CS0;US0->CS0,-,0
54,extern,US16->CS12;US16->CS4;US16->CS8;US0->CS0,-,0
55,extern,US17->CS1;US17->CS13;US17->CS5;US0->CS0,-,0
