epoch,policy,chosen,verdict,correct
1,random,US17->CS57;US114->CS18;US19->CS19;US32->CS8;US78->CS30;US43->CS3;US11->CS43;US59->CS19;US39->CS39;US37->CS13;US22->CS30;US13->CS37;US113->CS57;US63->CS47;US48->CS24;US59->CS59;US53->CS29;US65->CS33;US22->CS14;US27->CS11;US120->CS0;US63->CS31;US102->CS22;US20->CS36;US58->CS50;US107->CS43;US36->CS36;US72->CS40;US55->CS55;US63->CS39;US51->CS11;US14->CS30;US118->CS30;US91->CS35;US73->CS25;US37->CS21;US119->CS63;US13->CS21;US70->CS46;US64->CS0;US100->CS52,-,0
2,random,US95->CS63;US86->CS6;US101->CS21;US23->CS23;US16->CS0;US52->CS12;US54->CS54;US36->CS4;US82->CS58;US110->CS30;US50->CS10;US52->CS28;US33->CS17;US11->CS51;US90->CS18;US118->CS22;US80->CS16;US125->CS29;US102->CS6;US96->CS8;US51->CS59;US38->CS54;US97->CS41;US122->CS10;US5->CS61;US95->CS39;US20->CS44;US53->CS53;US89->CS41;US46->CS14;US77->CS21;US108->CS52;US56->CS16;US82->CS50;US123->CS27;US24->CS48;US99->CS51;US48->CS24;US85->CS21;US0->CS56;US89->CS49,-,0
3,random,US111->CS55;US77->CS21;US45->CS61;US94->CS54;US116->CS52;US82->CS50;US71->CS23;US6->CS22;US27->CS11;US45->CS21;US33->CS57;US23->CS23;US79->CS39;US62->CS54;US117->CS53;US38->CS62;US79->CS23;US116->CS12;US122->CS34;US44->CS52;US121->CS9;US19->CS43;US85->CS13;US52->CS44;US71->CS63;US50->CS2;US17->CS33;US62->CS62;US62->CS14;US37->CS13;US66->CS50;US109->CS61;US28->CS20;US86->CS62;US29->CS45;US92->CS12;US89->CS17;US20->CS36;US40->CS16;US13->CS45;US75->CS43,-,0
4,random,US29->CS37;US64->CS8;US77->CS37;US44->CS28;US55->CS15;US114->CS10;US99->CS3;US34->CS18;US25->CS33;US94->CS38;US79->CS55;US106->CS10;US81->CS49;US101->CS45;US28->CS20;US12->CS60;US52->CS60;US119->CS55;US17->CS17;US20->CS28;US48->CS48;US32->CS8;US22->CS22;US111->CS31;US93->CS29;US4->CS20;US117->CS5;US40->CS24;US55->CS23;US122->CS26;US15->CS15;US33->CS25;US6->CS22;US42->CS58;US86->CS38;US76->CS36;US68->CS4;US20->CS4;US21->CS61;US50->CS18;US73->CS17,-,0
5,random,US19->CS59;US67->CS35;US77->CS37;US78->CS14;US48->CS40;US20->CS28;US112->CS32;US104->CS48;US92->CS4;US72->CS56;US90->CS2;US38->CS46;US41->CS41;US81->CS33;US51->CS27;US109->CS21;US101->CS29;US40->CS48;US106->CS42;US8->CS56;US69->CS45;US82->CS26;US14->CS14;US104->CS24;US24->CS40;US119->CS39;US88->CS32;US41->CS25;US0->CS32;US107->CS51;US3->CS19;US37->CS53;US74->CS10;US98->CS50;US82->CS34;US81->CS25;US94->CS22;US112->CS0;US55->CS63;US52->CS52;US43->CS51,-,0
6,random,US119->CS39;US43->CS43;US101->CS5;US36->CS12;US101->CS21;US96->CS56;US29->CS37;US84->CS4;US83->CS51;US26->CS58;US121->CS1;US93->CS29;US67->CS35;US4->CS60;US70->CS38;US8->CS16;US60->CS52;US58->CS50;US55->CS31;US89->CS33;US123->CS11;US9->CS17;US56->CS8;US19->CS3;US122->CS18;US96->CS24;US0->CS32;US39->CS47;US59->CS19;US117->CS13;US5->CS61;US6->CS46;US34->CS58;US100->CS4;US8->CS32;US97->CS9;US100->CS44;US111->CS47;US42->CS2;US48->CS8;US92->CS28,-,0
7,random,US47->CS23;US112->CS48;US58->CS26;US44->CS28;US20->CS52;US67->CS51;US13->CS21;US59->CS27;US7->CS55;US22->CS30;US42->CS18;US119->CS15;US92->CS28;US121->CS1;US124->CS44;US63->CS15;US107->CS3;US20->CS44;US79->CS39;US24->CS8;US17->CS1;US120->CS16;US24->CS40;US81->CS41;US118->CS22;US118->CS38;US33->CS41;US73->CS25;US14->CS38;US63->CS55;US99->CS27;US113->CS9;US34->CS2;US9->CS33;US86->CS14;US100->CS36;US43->CS27;US91->CS3;US13->CS45;US44->CS12;US22->CS22,-,0
8,random,US35->CS19;US87->CS55;US10->CS50;US71->CS47;US19->CS51;US1->CS25;US112->CS24;US108->CS60;US11->CS59;US123->CS27;US115->CS19;US12->CS4;US46->CS14;US120->CS40;US5->CS45;US126->CS38;US23->CS39;US95->CS39;US100->CS52;US2->CS42;US78->CS14;US87->CS7;US10->CS58;US6->CS54;US80->CS0;US108->CS28;US118->CS30;US118->CS6;US53->CS29;US17->CS17;US28->CS52;US22->CS38;US34->CS10;US33->CS41;US82->CS50;US34->CS34;US75->CS43;US79->CS31;US0->CS24;US88->CS8;US7->CS7,-,0
9,random,US32->CS0;US102->CS14;US54->CS46;US80->CS56;US55->CS31;US82->CS10;US67->CS3;US113->CS1;US93->CS61;US10->CS34;US3->CS3;US75->CS43;US17->CS49;US112->CS56;US85->CS53;US10->CS10;US7->CS55;US59->CS43;US127->CS23;US6->CS14;US7->CS31;US25->CS33;US8->CS8;US76->CS60;US114->CS50;US37->CS45;US118->CS54;US9->CS57;US106->CS2;US14->CS14;US43->CS35;US104->CS8;US95->CS55;US108->CS60;US53->CS5;US52->CS28;US61->CS53;US57->CS1;US123->CS19;US72->CS8;US91->CS3,-,0
10,random,US68->CS44;US1->CS57;US0->CS8;US39->CS31;US105->CS1;US122->CS26;US127->CS23;US4->CS12;US115->CS19;US101->CS53;US86->CS14;US9->CS49;US81->CS1;US117->CS29;US94->CS30;US42->CS26;US7->CS15;US77->CS5;US10->CS10;US74->CS10;US65->CS57;US57->CS1;US29->CS21;US7->CS47;US121->CS49;US98->CS34;US26->CS18;US55->CS23;US44->CS36;US75->CS51;US107->CS51;US100->CS28;US86->CS30;US67->CS3;US58->CS42;US15->CS31;US102->CS22;US68->CS36;US95->CS7;US73->CS57;US24->CS32,-,0
11,random,US0->CS32;US95->CS63;US37->CS29;US121->CS41;US33->CS57;US90->CS2;US91->CS3;US106->CS50;US59->CS51;US96->CS24;US85->CS29;US80->CS0;US52->CS4;US71->CS23;US118->CS62;US23->CS31;US23->CS23;US76->CS60;US120->CS40;US99->CS59;US116->CS28;US73->CS33;US107->CS51;US109->CS37;US45->CS53;US29->CS21;US72->CS24;US103->CS47;US44->CS28;US45->CS29;US65->CS17;US5->CS61;US19->CS3;US122->CS58;US88->CS40;US94->CS38;US69->CS5;US105->CS57;US53->CS13;US102->CS46;US13->CS37,-,0
12,random,US95->CS7;US103->CS23;US106->CS10;US75->CS19;US16->CS0;US83->CS51;US77->CS21;US30->CS38;US114->CS10;US23->CS7;US95->CS23;US39->CS39;US116->CS20;US6->CS38;US44->CS60;US36->CS28;US26->CS42;US117->CS37;US102->CS6;US61->CS45;US100->CS44;US105->CS17;US9->CS25;US109->CS5;US84->CS4;US52->CS28;US29->CS53;US108->CS4;US53->CS21;US116->CS12;US112->CS24;US56->CS0;US62->CS46;US108->CS44;US53->CS37;US50->CS18;US115->CS3;US43->CS59;US99->CS27;US67->CS27;US65->CS49,-,0
13,random,US79->CS23;US106->CS50;US82->CS58;US88->CS56;US81->CS41;US81->CS25;US125->CS45;US31->CS63;US92->CS52;US14->CS46;US110->CS62;US71->CS63;US98->CS26;US58->CS34;US54->CS6;US92->CS36;US100->CS12;US12->CS52;US71->CS47;US5->CS45;US23->CS63;US117->CS5;US99->CS59;US125->CS61;US23->CS7;US101->CS21;US11->CS19;US66->CS26;US114->CS2;US8->CS32;US95->CS47;US93->CS13;US73->CS41;US125->CS53;US113->CS9;US9->CS57;US55->CS7;US6->CS6;US116->CS36;US15->CS63;US64->CS0,-,0
14,random,US109->CS13;US36->CS20;US121->CS25;US25->CS9;US115->CS19;US111->CS23;US10->CS2;US58->CS34;US5->CS53;US96->CS56;US119->CS31;US35->CS27;US42->CS50;US5->CS29;US45->CS5;US34->CS2;US77->CS37;US122->CS26;US65->CS9;US56->CS16;US0->CS8;US38->CS54;US15->CS39;US101->CS37;US57->CS17;US14->CS14;US90->CS42;US64->CS0;US53->CS5;US0->CS40;US92->CS60;US34->CS42;US16->CS0;US69->CS37;US30->CS46;US32->CS24;US35->CS11;US25->CS49;US66->CS10;US77->CS53;US91->CS11,-,0
15,random,US53->CS61;US109->CS13;US46->CS6;US125->CS29;US70->CS54;US100->CS28;US50->CS50;US47->CS23;US112->CS40;US103->CS7;US16->CS24;US61->CS53;US24->CS32;US9->CS41;US104->CS16;US20->CS44;US98->CS58;US22->CS46;US41->CS33;US34->CS34;US25->CS1;US2->CS18;US75->CS51;US12->CS12;US80->CS56;US60->CS28;US117->CS5;US65->CS49;US25->CS25;US15->CS15;US89->CS1;US95->CS23;US92->CS4;US1->CS41;US54->CS38;US83->CS11;US83->CS3;US41->CS17;US75->CS19;US112->CS32;US125->CS45,-,0
16,random,US59->CS51;US65->CS41;US3->CS43;US83->CS43;US76->CS44;US15->CS23;US67->CS35;US73->CS49;US2->CS42;US61->CS29;US109->CS29;US63->CS39;US19->CS51;US99->CS11;US3->CS59;US4->CS28;US35->CS59;US87->CS55;US21->CS61;US67->CS19;US81->CS33;US95->CS63;US43->CS51;US32->CS40;US35->CS43;US26->CS58;US9->CS49;US112->CS48;US126->CS30;US29->CS37;US91->CS19;US11->CS27;US61->CS61;US30->CS30;US49->CS49;US35->CS11;US125->CS21;US39->CS47;US114->CS2;US64->CS8;US1->CS33,-,0
17,random,US103->CS55;US3->CS19;US121->CS49;US62->CS62;US80->CS0;US92->CS20;US64->CS32;US96->CS56;US25->CS17;US94->CS54;US5->CS29;US58->CS58;US6->CS22;US108->CS12;US114->CS42;US18->CS58;US13->CS53;US30->CS46;US34->CS42;US116->CS28;US15->CS47;US44->CS52;US73->CS49;US84->CS4;US9->CS57;US62->CS22;US59->CS51;US101->CS53;US76->CS12;US102->CS54;US109->CS53;US3->CS27;US96->CS24;US68->CS60;US42->CS18;US69->CS61;US99->CS59;US16->CS0;US22->CS14;US86->CS30;US75->CS11,-,0
18,random,US76->CS44;US6->CS62;US102->CS38;US14->CS6;US3->CS3;US25->CS49;US12->CS60;US53->CS37;US17->CS17;US126->CS54;US81->CS1;US103->CS39;US29->CS13;US122->CS34;US49->CS57;US76->CS60;US119->CS39;US113->CS25;US82->CS34;US12->CS28;US20->CS36;US52->CS36;US125->CS21;US20->CS20;US123->CS59;US50->CS50;US56->CS40;US105->CS1;US40->CS16;US28->CS20;US91->CS19;US11->CS11;US76->CS4;US9->CS1;US9->CS9;US122->CS2;US42->CS58;US59->CS11;US9->CS57;US69->CS53;US102->CS30,-,0
19,random,US85->CS61;US18->CS58;US95->CS7;US44->CS36;US75->CS19;US74->CS50;US12->CS44;US87->CS15;US15->CS15;US105->CS41;US92->CS52;US35->CS35;US41->CS57;US61->CS13;US46->CS38;US99->CS19;US67->CS11;US118->CS14;US11->CS19;US47->CS63;US108->CS28;US64->CS16;US21->CS61;US73->CS57;US37->CS61;US101->CS37;US62->CS30;US65->CS33;US110->CS54;US58->CS34;US100->CS28;US86->CS6;US61->CS61;US10->CS10;US103->CS55;US9->CS1;US62->CS46;US115->CS11;US41->CS41;US109->CS45;US45->CS61,-,0
20,random,US18->CS58;US55->CS23;US50->CS2;US9->CS25;US100->CS28;US119->CS23;US76->CS4;US88->CS56;US33->CS25;US3->CS43;US74->CS2;US125->CS21;US62->CS30;US100->CS44;US80->CS32;US90->CS18;US8->CS8;US104->CS40;US37->CS45;US113->CS49;US16->CS48;US8->CS48;US118->CS6;US31->CS7;US71->CS39;US14->CS54;US45->CS61;US1->CS9;US34->CS26;US93->CS37;US11->CS43;US88->CS0;US95->CS23;US90->CS58;US61->CS53;US2->CS42;US101->CS21;US10->CS58;US52->CS52;US4->CS20;US103->CS63,-,0
