epoch,policy,chosen,verdict,correct
1,random,US87->CS47;US62->CS62;US15->CS7;US70->CS14;US47->CS15;US33->CS41;US98->CS34;US46->CS14;US5->CS45;US38->CS38;US27->CS51;US43->CS51;US26->CS58;US75->CS19;US39->CS55;US49->CS1;US47->CS47;US115->CS19;US99->CS27;US126->CS46;US19->CS3;US85->CS37;US124->CS12;US88->CS16;US66->CS18;US82->CS42;US36->CS28;US50->CS42;US79->CS31;US53->CS53;US56->CS32;US104->CS8;US19->CS27;US68->CS60;US1->CS41;US48->CS24;US55->CS31;US55->CS39;US70->CS30;US24->CS56;US85->CS13,-,0
2,random,US50->CS26;US117->CS5;US38->CS54;US80->CS48;US65->CS17;US28->CS12;US37->CS45;US87->CS7;US60->CS44;US98->CS2;US101->CS29;US120->CS16;US51->CS35;US126->CS54;US93->CS29;US113->CS1;US36->CS60;US127->CS63;US120->CS24;US85->CS45;US27->CS3;US25->CS9;US8->CS0;US22->CS54;US26->CS50;US19->CS19;US6->CS54;US99->CS59;US35->CS11;US123->CS27;US41->CS1;US103->CS31;US74->CS34;US58->CS34;US83->CS27;US26->CS58;US65->CS33;US119->CS15;US111->CS55;US41->CS49;US76->CS12,-,0
3,random,US32->CS16;US66->CS10;US30->CS6;US82->CS58;US3->CS51;US53->CS45;US79->CS31;US92->CS20;US80->CS40;US5->CS29;US4->CS44;US31->CS47;US69->CS13;US85->CS37;US54->CS30;US73->CS57;US91->CS59;US13->CS21;US101->CS29;US79->CS7;US83->CS11;US101->CS45;US58->CS2;US117->CS53;US91->CS51;US2->CS2;US83->CS59;US36->CS20;US102->CS14;US58->CS42;US81->CS33;US62->CS38;US51->CS59;US35->CS3;US52->CS4;US34->CS18;US116->CS20;US48->CS0;US113->CS41;US93->CS37;US121->CS25,-,0
4,random,US115->CS19;US102->CS54;US79->CS15;US50->CS50;US41->CS9;US83->CS59;US121->CS41;US12->CS44;US41->CS41;US110->CS30;US68->CS60;US118->CS54;US27->CS19;US127->CS31;US67->CS11;US112->CS40;US54->CS14;US43->CS11;US86->CS38;US85->CS37;US13->CS61;US107->CS51;US18->CS10;US59->CS3;US52->CS12;US44->CS20;US0->CS40;US2->CS58;US37->CS5;US77->CS13;US38->CS46;US12->CS36;US21->CS21;US23->CS23;US33->CS25;US85->CS45;US79->CS31;US83->CS51;US116->CS4;US69->CS5;US30->CS62,-,0
5,random,US24->CS48;US58->CS18;US81->CS49;US6->CS6;US51->CS27;US120->CS56;US4->CS20;US24->CS24;US117->CS21;US27->CS3;US125->CS13;US82->CS26;US109->CS29;US127->CS23;US101->CS37;US101->CS29;US87->CS39;US43->CS27;US31->CS15;US72->CS24;US89->CS33;US84->CS20;US102->CS6;US70->CS62;US96->CS48;US119->CS47;US66->CS42;US95->CS7;US127->CS63;US46->CS22;US11->CS43;US9->CS49;US87->CS23;US16->CS48;US65->CS57;US73->CS41;US126->CS22;US61->CS61;US63->CS15;US62->CS54;US19->CS19,-,0
6,random,US50->CS2;US106->CS34;US0->CS0;US85->CS37;US105->CS57;US101->CS61;US42->CS2;US37->CS37;US74->CS10;US54->CS14;US88->CS16;US11->CS11;US120->CS0;US87->CS47;US73->CS41;US99->CS59;US127->CS15;US116->CS20;US68->CS28;US81->CS17;US75->CS27;US87->CS15;US1->CS49;US51->CS51;US106->CS50;US123->CS19;US11->CS3;US84->CS52;US121->CS9;US121->CS17;US2->CS26;US48->CS32;US10->CS10;US116->CS36;US9->CS49;US7->CS55;US79->CS63;US92->CS4;US85->CS61;US115->CS35;US26->CS26,-,0
7,random,US66->CS26;US43->CS3;US8->CS48;US33->CS25;US100->CS12;US49->CS49;US123->CS51;US87->CS7;US68->CS52;US47->CS31;US19->CS51;US40->CS16;US14->CS46;US49->CS17;US90->CS34;US118->CS54;US94->CS30;US19->CS59;US99->CS3;US117->CS29;US118->CS62;US117->CS45;US106->CS58;US47->CS39;US121->CS33;US14->CS38;US57->CS33;US51->CS59;US119->CS39;US8->CS32;US37->CS21;US86->CS46;US90->CS58;US42->CS2;US65->CS1;US35->CS59;US80->CS40;US40->CS32;US6->CS30;US33->CS9;US88->CS40,-,0
8,random,US14->CS14;US85->CS5;US46->CS38;US34->CS42;US65->CS41;US5->CS53;US34->CS10;US57->CS9;US16->CS40;US109->CS37;US39->CS23;US22->CS22;US113->CS25;US13->CS53;US70->CS30;US90->CS10;US35->CS11;US89->CS9;US9->CS57;US107->CS27;US76->CS52;US38->CS22;US56->CS32;US25->CS25;US43->CS3;US45->CS61;US96->CS24;US86->CS30;US41->CS9;US46->CS22;US44->CS12;US0->CS16;US113->CS49;US77->CS29;US78->CS14;US59->CS43;US33->CS57;US80->CS48;US34->CS50;US59->CS19;US14->CS38,-,0
9,random,US101->CS61;US98->CS50;US119->CS15;US91->CS51;US39->CS7;US98->CS58;US5->CS61;US98->CS2;US92->CS44;US24->CS48;US67->CS59;US53->CS29;US44->CS4;US25->CS57;US67->CS19;US1->CS1;US55->CS55;US46->CS54;US74->CS18;US39->CS63;US113->CS33;US102->CS38;US40->CS32;US54->CS46;US69->CS53;US19->CS59;US66->CS34;US83->CS35;US40->CS24;US116->CS28;US117->CS37;US34->CS2;US123->CS43;US104->CS32;US20->CS44;US69->CS21;US47->CS55;US109->CS5;US31->CS47;US115->CS27;US57->CS49,-,0
10,random,US22->CS6;US74->CS42;US17->CS9;US63->CS7;US38->CS22;US82->CS2;US51->CS11;US95->CS47;US63->CS39;US113->CS41;US127->CS63;US106->CS34;US26->CS42;US36->CS12;US126->CS30;US35->CS43;US120->CS8;US17->CS1;US106->CS42;US102->CS62;US103->CS39;US110->CS38;US54->CS6;US79->CS39;US18->CS26;US123->CS27;US41->CS49;US79->CS15;US11->CS51;US91->CS3;US73->CS25;US33->CS1;US91->CS35;US13->CS45;US79->CS47;US107->CS27;US0->CS40;US50->CS18;US5->CS61;US90->CS34;US46->CS54,-,0
11,random,US106->CS50;US72->CS56;US108->CS12;US76->CS28;US84->CS60;US119->CS23;US90->CS34;US104->CS16;US35->CS27;US107->CS11;US88->CS0;US54->CS30;US3->CS51;US47->CS39;US30->CS22;US111->CS39;US122->CS58;US66->CS26;US2->CS42;US39->CS7;US92->CS52;US125->CS37;US98->CS18;US51->CS11;US77->CS21;US40->CS24;US98->CS34;US38->CS54;US100->CS52;US125->CS45;US71->CS47;US19->CS27;US91->CS43;US98->CS10;US117->CS61;US77->CS13;US90->CS42;US124->CS52;US21->CS45;US56->CS16;US124->CS36,-,0
