epoch,policy,chosen,verdict,correct
1,random,US100->CS4;US81->CS17;US45->CS29;US80->CS48;US36->CS12;US8->CS16;US63->CS63;US80->CS56;US24->CS56;US29->CS45;US122->CS18;US111->CS7;US77->CS37;US93->CS45;US123->CS3;US86->CS38;US16->CS40;US122->CS34;US2->CS18;US85->CS37;US19->CS11;US112->CS32;US82->CS26;US13->CS45;US63->CS31;US61->CS61;US44->CS4;US55->CS7;US65->CS57;US27->CS51;US68->CS60;US61->CS29;US86->CS46;US24->CS40;US5->CS13;US3->CS3;US52->CS44;US56->CS8;US12->CS36;US106->CS10;US38->CS14,-,0
2,random,US26->CS26;US9->CS1;US88->CS8;US77->CS37;US11->CS19;US4->CS44;US53->CS21;US37->CS13;US104->CS0;US86->CS62;US106->CS26;US20->CS28;US69->CS37;US38->CS38;US126->CS46;US53->CS53;US54->CS14;US25->CS17;US55->CS7;US70->CS54;US30->CS62;US90->CS58;US100->CS4;US27->CS11;US50->CS50;US61->CS53;US108->CS52;US96->CS24;US33->CS41;US81->CS49;US55->CS23;US113->CS33;US105->CS17;US125->CS5;US70->CS14;US42->CS26;US97->CS25;US47->CS7;US122->CS18;US72->CS32;US85->CS21,-,0
3,random,US23->CS55;US13->CS13;US61->CS29;US50->CS50;US14->CS62;US13->CS29;US51->CS3;US5->CS61;US81->CS1;US117->CS29;US108->CS36;US121->CS25;US116->CS4;US30->CS54;US87->CS31;US72->CS0;US36->CS4;US123->CS43;US16->CS32;US100->CS44;US122->CS42;US118->CS14;US43->CS19;US42->CS50;US34->CS10;US106->CS26;US26->CS18;US56->CS40;US29->CS29;US10->CS18;US6->CS46;US38->CS22;US50->CS58;US23->CS23;US88->CS16;US50->CS2;US46->CS22;US28->CS28;US110->CS46;US32->CS16;US32->CS0,-,0
4,random,US1->CS17;US39->CS39;US121->CS25;US94->CS22;US123->CS59;US39->CS23;US42->CS58;US43->CS43;US75->CS35;US48->CS48;US37->CS61;US116->CS36;US41->CS41;US49->CS9;US18->CS10;US89->CS41;US117->CS53;US125->CS13;US101->CS53;US122->CS2;US25->CS9;US38->CS22;US84->CS44;US76->CS52;US57->CS17;US42->CS42;US13->CS29;US98->CS10;US13->CS13;US24->CS8;US124->CS12;US18->CS58;US56->CS8;US56->CS56;US99->CS51;US112->CS16;US68->CS4;US90->CS26;US120->CS24;US63->CS55;US55->CS15,-,0
5,random,US126->CS54;US23->CS39;US30->CS54;US77->CS61;US22->CS6;US90->CS42;US49->CS25;US95->CS39;US74->CS58;US30->CS62;US9->CS17;US75->CS43;US100->CS28;US13->CS21;US87->CS31;US126->CS38;US58->CS10;US2->CS34;US78->CS30;US29->CS61;US101->CS37;US19->CS59;US84->CS12;US10->CS58;US121->CS41;US12->CS12;US67->CS19;US90->CS58;US24->CS48;US111->CS7;US122->CS34;US97->CS33;US77->CS29;US31->CS39;US45->CS21;US59->CS35;US26->CS10;US72->CS16;US125->CS13;US89->CS17;US50->CS58,-,0
6,random,US1->CS49;US88->CS8;US113->CS49;US44->CS52;US97->CS57;US114->CS34;US33->CS25;US18->CS50;US36->CS36;US56->CS40;US27->CS27;US124->CS28;US127->CS55;US19->CS59;US92->CS52;US1->CS41;US78->CS14;US77->CS37;US52->CS36;US19->CS3;US85->CS53;US28->CS36;US22->CS22;US33->CS33;US96->CS8;US93->CS13;US15->CS55;US100->CS4;US12->CS36;US104->CS48;US31->CS23;US17->CS57;US76->CS20;US47->CS15;US66->CS34;US119->CS15;US73->CS41;US41->CS57;US12->CS44;US39->CS39;US80->CS16,-,0
7,random,US72->CS32;US66->CS42;US94->CS62;US10->CS50;US85->CS53;US30->CS22;US83->CS59;US77->CS45;US47->CS39;US48->CS16;US92->CS4;US121->CS17;US55->CS7;US46->CS62;US65->CS49;US78->CS38;US48->CS48;US116->CS4;US35->CS51;US8->CS40;US58->CS50;US69->CS53;US33->CS9;US6->CS6;US70->CS38;US87->CS55;US110->CS54;US16->CS0;US11->CS43;US21->CS21;US66->CS2;US36->CS52;US76->CS52;US50->CS18;US115->CS27;US97->CS57;US49->CS49;US81->CS57;US56->CS0;US38->CS46;US116->CS20,-,0
8,random,US84->CS60;US67->CS35;US66->CS50;US127->CS31;US60->CS4;US71->CS15;US0->CS16;US117->CS13;US55->CS63;US5->CS21;US45->CS45;US95->CS47;US40->CS24;US33->CS49;US72->CS40;US15->CS7;US74->CS2;US82->CS50;US15->CS55;US75->CS43;US125->CS45;US122->CS42;US114->CS42;US107->CS27;US27->CS51;US95->CS31;US22->CS46;US11->CS43;US53->CS5;US77->CS37;US28->CS20;US57->CS49;US5->CS45;US85->CS29;US50->CS10;US87->CS15;US26->CS18;US109->CS37;US89->CS41;US27->CS3;US56->CS24,-,0
9,random,US115->CS35;US55->CS7;US120->CS56;US70->CS14;US92->CS12;US67->CS11;US61->CS29;US6->CS46;US113->CS17;US98->CS18;US18->CS2;US10->CS58;US49->CS17;US87->CS15;US56->CS48;US116->CS20;US71->CS7;US91->CS3;US118->CS14;US77->CS45;US83->CS59;US5->CS5;US58->CS34;US45->CS45;US108->CS60;US19->CS43;US7->CS23;US125->CS29;US29->CS29;US21->CS37;US53->CS53;US3->CS27;US79->CS63;US29->CS5;US28->CS28;US33->CS57;US93->CS37;US102->CS6;US97->CS57;US38->CS6;US65->CS49,-,0
10,random,US11->CS27;US70->CS46;US126->CS46;US55->CS63;US46->CS46;US119->CS63;US44->CS4;US25->CS41;US24->CS40;US36->CS28;US3->CS51;US110->CS14;US8->CS8;US43->CS43;US102->CS54;US90->CS42;US47->CS55;US48->CS8;US50->CS58;US28->CS44;US83->CS27;US44->CS52;US125->CS37;US104->CS32;US66->CS42;US27->CS11;US100->CS52;US4->CS60;US66->CS50;US60->CS4;US69->CS5;US81->CS49;US1->CS57;US56->CS8;US81->CS25;US10->CS50;US112->CS0;US22->CS30;US97->CS9;US14->CS6;US54->CS14,-,0
11,random,US33->CS33;US65->CS9;US0->CS24;US64->CS40;US85->CS13;US84->CS20;US117->CS45;US48->CS40;US91->CS35;US99->CS3;US27->CS3;US108->CS4;US35->CS43;US98->CS26;US119->CS47;US46->CS38;US0->CS8;US12->CS12;US123->CS59;US68->CS52;US29->CS45;US67->CS43;US55->CS47;US112->CS56;US71->CS47;US45->CS61;US121->CS1;US15->CS15;US76->CS36;US61->CS13;US28->CS28;US31->CS7;US106->CS42;US113->CS41;US119->CS31;US103->CS55;US109->CS53;US35->CS27;US82->CS34;US86->CS38;US56->CS24,-,0
