epoch,policy,chosen,verdict,correct
1,random,US127->CS31;US37->CS5;US59->CS27;US37->CS37;US15->CS63;US45->CS61;US31->CS15;US18->CS34;US86->CS38;US52->CS28;US65->CS49;US61->CS37;US57->CS17;US52->CS4;US59->CS19;US3->CS3;US5->CS5;US44->CS60;US115->CS43;US127->CS23;US96->CS0;US23->CS55;US120->CS8;US101->CS29;US64->CS24;US25->CS17;US119->CS63;US7->CS63;US93->CS5;US42->CS34;US40->CS48;US22->CS22;US123->CS11;US71->CS31;US17->CS41;US20->CS12;US66->CS58;US33->CS49;US122->CS18;US2->CS26;US97->CS17,-,0
2,random,US102->CS6;US90->CS18;US20->CS52;US46->CS14;US46->CS22;US41->CS9;US59->CS59;US109->CS45;US72->CS24;US115->CS3;US88->CS8;US101->CS29;US40->CS48;US18->CS26;US61->CS13;US109->CS13;US72->CS32;US118->CS22;US2->CS10;US75->CS19;US3->CS43;US60->CS20;US80->CS0;US83->CS35;US95->CS23;US36->CS60;US20->CS60;US71->CS39;US102->CS14;US81->CS57;US3->CS3;US34->CS58;US79->CS23;US27->CS27;US34->CS34;US27->CS43;US120->CS40;US52->CS28;US62->CS38;US48->CS56;US28->CS4,-,0
3,random,US45->CS13;US39->CS63;US118->CS62;US94->CS54;US71->CS63;US29->CS21;US121->CS33;US51->CS19;US43->CS59;US64->CS32;US126->CS14;US79->CS55;US61->CS13;US16->CS0;US113->CS25;US29->CS5;US107->CS59;US82->CS26;US81->CS9;US88->CS32;US1->CS1;US84->CS60;US120->CS56;US35->CS59;US58->CS58;US113->CS1;US6->CS14;US121->CS41;US72->CS16;US36->CS20;US91->CS51;US28->CS20;US102->CS30;US68->CS36;US111->CS39;US49->CS1;US107->CS51;US125->CS5;US92->CS36;US87->CS39;US75->CS3,-,0
4,random,US5->CS53;US10->CS42;US83->CS35;US19->CS3;US76->CS44;US33->CS9;US87->CS15;US122->CS42;US119->CS15;US123->CS51;US35->CS59;US87->CS47;US24->CS16;US41->CS49;US6->CS62;US39->CS47;US85->CS29;US48->CS8;US72->CS8;US8->CS0;US5->CS45;US13->CS21;US13->CS13;US40->CS56;US59->CS51;US112->CS8;US30->CS14;US88->CS0;US15->CS47;US3->CS35;US63->CS7;US92->CS36;US90->CS10;US41->CS1;US73->CS33;US81->CS41;US49->CS1;US80->CS48;US5->CS13;US114->CS26;US95->CS55,-,0
5,random,US5->CS13;US36->CS52;US27->CS27;US12->CS12;US68->CS52;US62->CS46;US100->CS4;US65->CS25;US80->CS40;US117->CS61;US31->CS63;US11->CS35;US102->CS22;US92->CS44;US18->CS42;US101->CS45;US64->CS48;US17->CS9;US50->CS26;US35->CS19;US56->CS24;US4->CS4;US79->CS15;US84->CS12;US87->CS7;US118->CS38;US43->CS35;US67->CS51;US47->CS15;US65->CS41;US58->CS10;US124->CS36;US0->CS0;US89->CS9;US17->CS25;US97->CS57;US108->CS60;US103->CS31;US33->CS41;US117->CS13;US18->CS34,-,0
6,random,US6->CS6;US45->CS45;US61->CS37;US20->CS4;US80->CS56;US14->CS46;US30->CS14;US107->CS43;US34->CS34;US44->CS12;US25->CS41;US44->CS52;US60->CS60;US60->CS4;US68->CS12;US68->CS52;US48->CS0;US71->CS15;US32->CS56;US26->CS2;US113->CS9;US29->CS21;US93->CS37;US32->CS40;US105->CS41;US51->CS27;US104->CS40;US127->CS47;US54->CS6;US80->CS0;US74->CS34;US81->CS9;US12->CS4;US76->CS12;US63->CS23;US103->CS39;US108->CS12;US38->CS6;US20->CS20;US44->CS28;US84->CS28,-,0
7,random,US113->CS41;US2->CS2;US94->CS14;US66->CS34;US93->CS5;US108->CS60;US108->CS36;US98->CS58;US50->CS18;US108->CS28;US109->CS29;US19->CS11;US116->CS20;US3->CS19;US92->CS60;US123->CS19;US82->CS26;US38->CS38;US16->CS56;US89->CS41;US25->CS9;US48->CS8;US114->CS2;US74->CS10;US2->CS58;US66->CS10;US102->CS46;US81->CS57;US23->CS39;US24->CS0;US37->CS5;US0->CS0;US85->CS45;US3->CS59;US88->CS48;US100->CS4;US38->CS30;US6->CS38;US8->CS48;US89->CS57;US29->CS45,-,0
8,random,US97->CS17;US78->CS62;US100->CS36;US18->CS50;US15->CS7;US43->CS43;US65->CS9;US42->CS34;US25->CS49;US85->CS53;US80->CS56;US47->CS15;US84->CS36;US50->CS18;US112->CS8;US21->CS21;US109->CS21;US112->CS24;US124->CS20;US60->CS60;US123->CS3;US81->CS49;US41->CS25;US20->CS20;US23->CS63;US22->CS22;US80->CS16;US48->CS24;US50->CS2;US19->CS3;US66->CS34;US29->CS45;US36->CS28;US36->CS44;US64->CS24;US126->CS62;US72->CS16;US89->CS9;US11->CS59;US15->CS15;US9->CS49,-,0
9,random,US115->CS19;US82->CS34;US117->CS13;US49->CS17;US52->CS36;US7->CS47;US69->CS21;US112->CS48;US29->CS21;US37->CS45;US94->CS30;US4->CS44;US124->CS28;US27->CS51;US22->CS62;US32->CS40;US113->CS17;US79->CS31;US84->CS12;US47->CS63;US79->CS55;US33->CS33;US14->CS46;US36->CS4;US127->CS23;US29->CS5;US121->CS49;US81->CS49;US104->CS40;US116->CS28;US84->CS52;US40->CS32;US28->CS44;US3->CS19;US54->CS30;US95->CS39;US126->CS38;US6->CS46;US33->CS41;US64->CS8;US86->CS30,-,0
10,random,US104->CS0;US62->CS62;US99->CS11;US40->CS56;US41->CS49;US20->CS28;US89->CS9;US117->CS45;US71->CS31;US107->CS11;US103->CS39;US68->CS60;US17->CS49;US89->CS25;US28->CS12;US64->CS24;US107->CS59;US44->CS60;US82->CS26;US9->CS41;US25->CS41;US98->CS10;US5->CS5;US74->CS50;US58->CS10;US10->CS10;US54->CS14;US15->CS63;US67->CS11;US97->CS25;US68->CS12;US92->CS20;US49->CS9;US5->CS53;US117->CS5;US8->CS0;US87->CS7;US91->CS27;US24->CS48;US30->CS62;US27->CS11,-,0
11,random,US53->CS13;US67->CS59;US107->CS43;US8->CS8;US70->CS6;US38->CS38;US67->CS27;US9->CS33;US52->CS36;US18->CS50;US123->CS3;US25->CS1;US109->CS29;US54->CS46;US88->CS0;US67->CS35;US31->CS31;US68->CS12;US97->CS33;US114->CS34;US10->CS58;US54->CS38;US6->CS46;US108->CS4;US43->CS51;US13->CS5;US53->CS29;US91->CS3;US87->CS31;US99->CS51;US10->CS50;US2->CS2;US106->CS42;US43->CS3;US48->CS24;US88->CS48;US7->CS23;US107->CS3;US87->CS15;US12->CS36;US32->CS8,-,0
12,random,US120->CS8;US54->CS22;US61->CS29;US55->CS63;US117->CS5;US88->CS16;US73->CS25;US64->CS16;US39->CS63;US110->CS14;US76->CS28;US13->CS5;US98->CS58;US18->CS2;US91->CS35;US59->CS27;US15->CS31;US60->CS12;US12->CS52;US11->CS59;US11->CS51;US101->CS45;US37->CS21;US65->CS41;US68->CS60;US57->CS41;US97->CS17;US37->CS53;US43->CS19;US84->CS12;US7->CS15;US2->CS2;US113->CS41;US82->CS2;US95->CS47;US42->CS50;US118->CS38;US123->CS35;US57->CS57;US111->CS23;US23->CS39,-,0
13,random,US98->CS26;US87->CS31;US26->CS58;US6->CS62;US12->CS4;US42->CS2;US70->CS38;US32->CS0;US78->CS62;US49->CS9;US19->CS11;US116->CS60;US117->CS53;US6->CS46;US47->CS55;US89->CS25;US5->CS29;US92->CS20;US127->CS15;US11->CS27;US27->CS3;US49->CS17;US1->CS41;US113->CS17;US92->CS60;US85->CS13;US66->CS58;US121->CS57;US111->CS55;US8->CS24;US8->CS0;US42->CS34;US111->CS23;US105->CS33;US96->CS40;US96->CS16;US22->CS62;US46->CS22;US56->CS16;US40->CS56;US117->CS61,-,0
14,random,US113->CS33;US87->CS7;US122->CS42;US4->CS36;US46->CS62;US101->CS13;US126->CS14;US99->CS19;US57->CS17;US31->CS31;US62->CS46;US86->CS22;US27->CS27;US64->CS56;US34->CS58;US24->CS40;US62->CS62;US16->CS0;US102->CS6;US93->CS45;US13->CS13;US14->CS38;US109->CS29;US109->CS13;US89->CS9;US25->CS1;US16->CS40;US122->CS10;US6->CS38;US62->CS6;US88->CS32;US106->CS58;US121->CS49;US37->CS61;US56->CS8;US38->CS14;US89->CS41;US10->CS58;US72->CS24;US66->CS2;US22->CS46,-,0
15,random,US5->CS29;US81->CS57;US127->CS31;US93->CS61;US114->CS34;US20->CS20;US86->CS62;US15->CS47;US36->CS20;US76->CS60;US30->CS30;US53->CS61;US119->CS47;US109->CS61;US34->CS10;US93->CS45;US54->CS14;US75->CS19;US103->CS39;US45->CS61;US21->CS37;US90->CS10;US13->CS13;US79->CS63;US53->CS53;US100->CS52;US90->CS2;US83->CS11;US56->CS24;US96->CS40;US126->CS22;US15->CS55;US74->CS50;US15->CS39;US98->CS2;US70->CS54;US41->CS49;US116->CS52;US91->CS3;US33->CS1;US19->CS11,-,0
16,random,US36->CS20;US88->CS56;US54->CS62;US98->CS50;US22->CS6;US91->CS59;US103->CS23;US122->CS34;US28->CS60;US80->CS24;US37->CS53;US55->CS47;US114->CS34;US120->CS24;US66->CS50;US121->CS49;US54->CS14;US74->CS58;US16->CS56;US27->CS51;US72->CS40;US86->CS14;US66->CS26;US33->CS33;US5->CS13;US55->CS7;US49->CS41;US24->CS32;US12->CS20;US36->CS36;US117->CS45;US59->CS27;US73->CS41;US95->CS7;US91->CS11;US38->CS54;US56->CS48;US119->CS7;US39->CS55;US52->CS52;US123->CS3,-,0
17,random,US45->CS45;US15->CS31;US20->CS4;US113->CS49;US1->CS49;US4->CS60;US18->CS18;US23->CS63;US20->CS28;US10->CS42;US33->CS33;US6->CS6;US52->CS28;US31->CS55;US32->CS32;US88->CS24;US22->CS22;US21->CS61;US77->CS29;US96->CS16;US52->CS44;US20->CS44;US97->CS57;US110->CS30;US121->CS9;US94->CS22;US28->CS44;US1->CS1;US61->CS5;US42->CS10;US94->CS46;US21->CS21;US33->CS25;US103->CS55;US113->CS57;US68->CS12;US41->CS49;US39->CS23;US53->CS5;US116->CS44;US49->CS57,-,0
18,random,US32->CS16;US18->CS2;US1->CS33;US69->CS53;US43->CS43;US112->CS24;US77->CS21;US89->CS41;US5->CS37;US23->CS7;US88->CS40;US72->CS40;US39->CS15;US8->CS32;US32->CS40;US42->CS2;US93->CS21;US11->CS3;US93->CS5;US3->CS35;US25->CS9;US111->CS55;US72->CS24;US10->CS18;US2->CS42;US48->CS32;US5->CS53;US32->CS32;US32->CS8;US96->CS0;US30->CS14;US91->CS43;US87->CS55;US77->CS45;US9->CS57;US2->CS58;US15->CS47;US40->CS40;US54->CS22;US110->CS22;US62->CS6,-,0
19,random,US23->CS55;US2->CS42;US69->CS37;US123->CS35;US73->CS41;US63->CS39;US6->CS14;US92->CS28;US16->CS0;US19->CS59;US90->CS42;US8->CS32;US63->CS47;US48->CS48;US2->CS2;US58->CS10;US50->CS42;US113->CS17;US26->CS50;US34->CS34;US118->CS30;US100->CS12;US126->CS22;US96->CS48;US96->CS16;US124->CS60;US44->CS4;US67->CS43;US64->CS8;US74->CS50;US15->CS63;US14->CS54;US61->CS53;US89->CS33;US82->CS18;US90->CS18;US19->CS19;US17->CS9;US32->CS24;US90->CS2;US69->CS45,-,0
20,random,US34->CS10;US0->CS8;US76->CS12;US98->CS58;US120->CS24;US97->CS1;US78->CS30;US96->CS32;US125->CS45;US20->CS60;US50->CS26;US11->CS43;US14->CS46;US94->CS30;US69->CS53;US75->CS11;US30->CS38;US23->CS15;US95->CS47;US106->CS42;US102->CS22;US66->CS50;US46->CS46;US83->CS43;US116->CS28;US7->CS39;US111->CS39;US22->CS30;US61->CS45;US0->CS32;US51->CS59;US82->CS2;US95->CS55;US18->CS50;US111->CS23;US88->CS40;US41->CS9;US6->CS54;US31->CS31;US98->CS50;US116->CS36,-,0
21,random,US106->CS58;US63->CS63;US25->CS33;US51->CS51;US124->CS44;US23->CS23;US118->CS22;US121->CS1;US24->CS40;US118->CS46;US72->CS32;US39->CS31;US30->CS54;US96->CS0;US113->CS9;US122->CS42;US46->CS22;US58->CS2;US5->CS61;US101->CS37;US33->CS57;US71->CS7;US27->CS51;US60->CS4;US93->CS21;US19->CS27;US101->CS13;US18->CS34;US116->CS20;US125->CS53;US120->CS40;US48->CS8;US2->CS58;US126->CS38;US99->CS35;US126->CS62;US40->CS8;US2->CS50;US55->CS47;US89->CS49;US33->CS25,US89->CS49,1
22,random,US67->CS51;US88->CS8;US65->CS17;US50->CS10;US84->CS36;US82->CS34;US16->CS40;US54->CS46;US92->CS44;US103->CS55;US36->CS4;US83->CS51;US24->CS16;US55->CS63;US5->CS29;US77->CS29;US25->CS9;US41->CS41;US70->CS38;US98->CS18;US74->CS34;US65->CS25;US82->CS18;US69->CS29;US121->CS25;US12->CS28;US78->CS6;US93->CS53;US11->CS51;US73->CS9;US43->CS51;US40->CS16;US84->CS60;US93->CS37;US22->CS62;US111->CS23;US42->CS34;US98->CS50;US92->CS4;US10->CS50;US125->CS21,-,0
23,random,US102->CS30;US112->CS48;US41->CS57;US87->CS7;US123->CS19;US97->CS25;US66->CS26;US89->CS41;US100->CS60;US112->CS24;US61->CS61;US93->CS37;US40->CS16;US63->CS39;US77->CS53;US33->CS49;US80->CS8;US75->CS3;US85->CS5;US15->CS15;US26->CS50;US25->CS49;US2->CS26;US107->CS11;US22->CS6;US49->CS49;US105->CS41;US7->CS23;US104->CS32;US33->CS17;US17->CS49;US92->CS12;US10->CS26;US25->CS57;US13->CS29;US89->CS57;US121->CS41;US118->CS38;US60->CS28;US112->CS56;US44->CS20,-,0
24,random,US97->CS25;US107->CS11;US121->CS1;US93->CS5;US14->CS54;US50->CS58;US83->CS27;US111->CS7;US116->CS4;US116->CS20;US69->CS29;US86->CS14;US76->CS12;US101->CS61;US105->CS57;US80->CS8;US78->CS30;US96->CS56;US72->CS40;US8->CS40;US68->CS36;US90->CS26;US56->CS8;US84->CS36;US89->CS57;US9->CS41;US40->CS32;US27->CS3;US11->CS43;US29->CS37;US7->CS55;US64->CS56;US69->CS5;US42->CS50;US71->CS7;US69->CS21;US82->CS50;US38->CS46;US126->CS38;US55->CS47;US106->CS42,-,0
25,random,US2->CS42;US45->CS53;US83->CS51;US41->CS41;US77->CS21;US126->CS54;US65->CS1;US67->CS59;US6->CS46;US27->CS11;US22->CS6;US95->CS63;US49->CS49;US83->CS35;US72->CS16;US104->CS8;US33->CS33;US40->CS48;US28->CS28;US101->CS61;US125->CS53;US111->CS31;US55->CS47;US86->CS62;US104->CS56;US93->CS53;US49->CS41;US55->CS63;US79->CS31;US71->CS7;US9->CS9;US68->CS60;US2->CS34;US30->CS62;US93->CS29;US77->CS45;US79->CS63;US34->CS10;US111->CS7;US117->CS13;US82->CS58,-,0
