epoch,policy,chosen,verdict,correct
1,random,US64->CS48;US53->CS13;US108->CS44;US40->CS0;US121->CS17;US35->CS59;US55->CS23;US113->CS17;US47->CS31;US100->CS12;US45->CS45;US48->CS48;US20->CS52;US70->CS54;US1->CS41;US65->CS49;US29->CS21;US91->CS19;US22->CS46;US92->CS28;US121->CS49;US75->CS59;US103->CS23;US96->CS48;US92->CS12;US68->CS60;US39->CS55;US55->CS63;US98->CS18;US66->CS2;US101->CS61;US127->CS47;US47->CS39;US35->CS51;US50->CS26;US6->CS54;US85->CS61;US51->CS3;US107->CS59;US14->CS6;US105->CS9,-,0
2,random,US49->CS25;US104->CS8;US64->CS40;US106->CS42;US34->CS10;US24->CS16;US90->CS26;US3->CS27;US33->CS17;US6->CS38;US5->CS45;US6->CS6;US50->CS26;US86->CS62;US48->CS40;US32->CS40;US34->CS34;US54->CS6;US77->CS61;US103->CS39;US30->CS62;US59->CS3;US56->CS56;US107->CS51;US85->CS29;US65->CS1;US60->CS20;US96->CS56;US29->CS5;US64->CS48;US125->CS5;US114->CS18;US90->CS50;US72->CS48;US110->CS54;US84->CS4;US55->CS7;US70->CS22;US105->CS49;US62->CS30;US112->CS24,-,0
3,random,US76->CS52;US12->CS28;US33->CS9;US23->CS39;US117->CS5;US122->CS18;US19->CS27;US59->CS35;US45->CS61;US49->CS9;US96->CS0;US70->CS30;US61->CS45;US46->CS46;US17->CS57;US118->CS46;US34->CS50;US48->CS32;US19->CS51;US30->CS14;US100->CS4;US59->CS3;US42->CS42;US57->CS17;US102->CS38;US15->CS55;US97->CS49;US94->CS46;US36->CS36;US108->CS60;US69->CS13;US97->CS9;US61->CS13;US33->CS57;US102->CS22;US118->CS22;US18->CS50;US49->CS49;US1->CS49;US25->CS9;US105->CS57,-,0
4,random,US45->CS45;US110->CS14;US7->CS63;US116->CS60;US3->CS35;US43->CS51;US102->CS14;US17->CS49;US43->CS11;US9->CS41;US41->CS17;US67->CS59;US58->CS10;US49->CS33;US23->CS15;US104->CS32;US26->CS2;US81->CS17;US60->CS44;US120->CS56;US64->CS32;US50->CS18;US23->CS39;US94->CS54;US35->CS19;US77->CS21;US19->CS3;US29->CS5;US36->CS52;US88->CS56;US103->CS23;US56->CS40;US26->CS34;US34->CS34;US14->CS14;US96->CS32;US0->CS32;US39->CS15;US55->CS47;US42->CS2;US119->CS63,-,0
5,random,US68->CS4;US99->CS27;US115->CS3;US104->CS32;US82->CS34;US41->CS49;US56->CS16;US6->CS22;US14->CS6;US95->CS47;US3->CS51;US96->CS16;US21->CS61;US0->CS16;US91->CS43;US39->CS63;US34->CS34;US114->CS26;US59->CS3;US24->CS48;US92->CS44;US125->CS21;US126->CS62;US127->CS47;US119->CS63;US60->CS12;US33->CS17;US40->CS32;US76->CS36;US77->CS45;US104->CS48;US124->CS12;US116->CS28;US10->CS10;US22->CS6;US116->CS60;US30->CS30;US26->CS18;US73->CS41;US90->CS34;US82->CS26,-,0
6,random,US39->CS55;US40->CS40;US65->CS57;US94->CS46;US74->CS42;US59->CS27;US80->CS48;US44->CS12;US117->CS13;US89->CS1;US19->CS19;US31->CS39;US0->CS32;US68->CS20;US46->CS38;US87->CS31;US32->CS24;US27->CS43;US17->CS1;US27->CS59;US61->CS53;US31->CS63;US78->CS6;US32->CS16;US116->CS20;US39->CS39;US33->CS33;US16->CS32;US15->CS23;US105->CS1;US81->CS25;US113->CS25;US43->CS51;US93->CS45;US109->CS21;US102->CS54;US45->CS45;US17->CS41;US66->CS50;US75->CS43;US87->CS39,-,0
7,random,US118->CS22;US120->CS48;US60->CS20;US4->CS44;US70->CS6;US87->CS31;US66->CS42;US107->CS43;US123->CS51;US69->CS5;US12->CS36;US24->CS48;US41->CS25;US89->CS33;US125->CS29;US121->CS25;US25->CS49;US72->CS0;US21->CS29;US16->CS0;US38->CS38;US44->CS44;US105->CS1;US60->CS4;US30->CS22;US13->CS29;US61->CS61;US47->CS15;US28->CS60;US33->CS33;US2->CS58;US67->CS35;US11->CS3;US87->CS23;US74->CS34;US73->CS9;US127->CS63;US113->CS41;US45->CS45;US11->CS27;US84->CS4,-,0
8,random,US89->CS57;US121->CS57;US127->CS23;US98->CS2;US33->CS1;US79->CS7;US115->CS59;US43->CS27;US32->CS48;US29->CS61;US39->CS7;US124->CS52;US90->CS26;US108->CS12;US48->CS24;US82->CS50;US51->CS59;US36->CS28;US71->CS23;US39->CS55;US108->CS28;US78->CS6;US1->CS9;US88->CS16;US81->CS57;US56->CS32;US9->CS25;US62->CS46;US39->CS47;US122->CS18;US63->CS47;US97->CS57;US42->CS26;US17->CS33;US89->CS49;US71->CS39;US91->CS43;US60->CS12;US60->CS60;US21->CS37;US48->CS48,-,0
9,random,US118->CS30;US65->CS25;US61->CS29;US121->CS57;US121->CS33;US75->CS43;US78->CS14;US6->CS14;US20->CS36;US19->CS27;US44->CS12;US100->CS28;US99->CS51;US15->CS55;US42->CS26;US12->CS4;US38->CS54;US11->CS3;US6->CS30;US124->CS20;US118->CS6;US106->CS50;US127->CS47;US72->CS0;US55->CS31;US71->CS55;US111->CS55;US59->CS43;US104->CS24;US81->CS1;US51->CS43;US37->CS53;US75->CS51;US60->CS20;US58->CS58;US14->CS38;US118->CS22;US111->CS31;US26->CS18;US7->CS31;US122->CS58,-,0
10,random,US4->CS12;US85->CS45;US126->CS14;US104->CS8;US63->CS39;US4->CS36;US106->CS18;US77->CS29;US53->CS5;US8->CS40;US58->CS50;US50->CS10;US64->CS56;US9->CS57;US18->CS2;US78->CS30;US69->CS45;US70->CS30;US14->CS62;US121->CS9;US29->CS29;US127->CS55;US85->CS5;US99->CS19;US115->CS51;US63->CS55;US56->CS8;US56->CS56;US107->CS43;US97->CS33;US120->CS48;US21->CS45;US44->CS28;US101->CS29;US63->CS31;US120->CS0;US74->CS26;US94->CS22;US45->CS37;US24->CS24;US24->CS16,-,0
