epoch,policy,chosen,verdict,correct
1,random,US111->CS39;US70->CS30;US93->CS37;US5->CS29;US123->CS35;US0->CS32;US2->CS42;US18->CS34;US126->CS14;US75->CS43;US25->CS9;US7->CS31;US65->CS49;US7->CS39;US58->CS10;US39->CS15;US57->CS57;US11->CS27;US14->CS46;US7->CS63;US58->CS42;US9->CS49;US111->CS7;US18->CS50;US56->CS56;US102->CS38;US3->CS27;US12->CS12;US59->CS35;US69->CS13;US4->CS60;US115->CS59;US73->CS57;US101->CS21;US113->CS17;US3->CS59;US124->CS20;US64->CS48;US88->CS56;US16->CS8;US50->CS18,-,0
2,random,US107->CS43;US88->CS40;US17->CS1;US83->CS27;US85->CS21;US112->CS32;US11->CS3;US18->CS26;US62->CS6;US95->CS63;US81->CS25;US24->CS24;US32->CS40;US45->CS21;US22->CS6;US16->CS48;US98->CS58;US25->CS25;US93->CS37;US89->CS25;US59->CS19;US52->CS44;US88->CS8;US50->CS18;US110->CS46;US102->CS46;US90->CS18;US52->CS20;US74->CS26;US108->CS4;US19->CS43;US88->CS56;US76->CS52;US114->CS26;US3->CS51;US61->CS61;US122->CS18;US61->CS29;US114->CS2;US16->CS24;US22->CS30,-,0
3,random,US9->CS57;US0->CS32;US71->CS63;US0->CS0;US26->CS18;US52->CS20;US15->CS7;US30->CS22;US81->CS1;US6->CS54;US96->CS32;US102->CS22;US14->CS6;US98->CS58;US127->CS55;US26->CS2;US119->CS7;US88->CS16;US115->CS27;US65->CS57;US23->CS63;US98->CS34;US18->CS18;US37->CS61;US51->CS43;US89->CS49;US109->CS29;US11->CS27;US112->CS40;US14->CS22;US92->CS12;US11->CS59;US82->CS10;US101->CS5;US33->CS17;US18->CS26;US75->CS43;US54->CS38;US119->CS55;US2->CS50;US34->CS50,-,0
4,random,US97->CS1;US79->CS23;US28->CS52;US13->CS21;US60->CS28;US45->CS29;US11->CS59;US120->CS16;US37->CS37;US13->CS53;US81->CS17;US117->CS61;US113->CS17;US8->CS40;US41->CS33;US101->CS37;US24->CS56;US39->CS39;US99->CS19;US15->CS23;US65->CS57;US30->CS62;US49->CS57;US99->CS51;US91->CS11;US47->CS63;US121->CS9;US44->CS28;US118->CS38;US97->CS25;US83->CS11;US72->CS48;US55->CS63;US7->CS31;US5->CS21;US92->CS60;US69->CS61;US21->CS45;US125->CS61;US36->CS4;US85->CS21,-,0
5,random,US77->CS37;US101->CS29;US46->CS22;US23->CS39;US62->CS62;US10->CS18;US119->CS39;US7->CS23;US9->CS33;US78->CS46;US106->CS18;US103->CS23;US74->CS18;US28->CS52;US90->CS2;US57->CS57;US87->CS55;US96->CS0;US38->CS14;US90->CS18;US100->CS4;US75->CS51;US67->CS19;US110->CS62;US61->CS45;US49->CS33;US35->CS3;US36->CS36;US51->CS51;US21->CS37;US9->CS57;US68->CS28;US119->CS47;US71->CS15;US27->CS43;US34->CS10;US80->CS16;US104->CS0;US49->CS9;US102->CS38;US41->CS33,-,0
6,random,US61->CS45;US30->CS6;US108->CS4;US8->CS8;US109->CS21;US101->CS29;US32->CS24;US31->CS55;US78->CS46;US56->CS24;US79->CS7;US34->CS18;US71->CS31;US102->CS62;US65->CS57;US92->CS36;US36->CS28;US33->CS1;US49->CS25;US60->CS4;US41->CS17;US126->CS38;US32->CS48;US116->CS4;US23->CS7;US102->CS22;US42->CS26;US87->CS23;US1->CS49;US98->CS10;US125->CS61;US93->CS61;US82->CS10;US42->CS34;US126->CS22;US107->CS43;US70->CS38;US51->CS11;US76->CS20;US111->CS39;US56->CS16,-,0
7,random,US22->CS30;US49->CS17;US36->CS36;US67->CS59;US13->CS13;US70->CS6;US49->CS57;US62->CS62;US121->CS25;US87->CS55;US5->CS13;US15->CS7;US41->CS25;US41->CS17;US65->CS57;US89->CS57;US85->CS45;US99->CS11;US70->CS14;US114->CS2;US109->CS45;US71->CS15;US34->CS50;US5->CS5;US110->CS54;US99->CS59;US63->CS15;US2->CS50;US126->CS62;US97->CS17;US4->CS36;US32->CS16;US8->CS0;US106->CS34;US32->CS56;US26->CS10;US19->CS27;US107->CS43;US27->CS43;US58->CS42;US47->CS39,-,0
8,random,US86->CS14;US84->CS12;US7->CS63;US17->CS1;US26->CS42;US41->CS17;US64->CS16;US5->CS37;US104->CS0;US62->CS6;US97->CS49;US33->CS9;US126->CS54;US87->CS7;US11->CS3;US32->CS16;US85->CS45;US42->CS10;US83->CS19;US20->CS60;US5->CS45;US14->CS62;US72->CS40;US2->CS58;US22->CS46;US95->CS55;US74->CS18;US127->CS7;US123->CS11;US38->CS62;US13->CS37;US23->CS47;US65->CS49;US104->CS8;US0->CS24;US59->CS35;US47->CS15;US76->CS60;US36->CS44;US9->CS57;US45->CS37,-,0
9,random,US62->CS54;US27->CS35;US20->CS52;US70->CS46;US34->CS18;US55->CS23;US68->CS20;US68->CS36;US88->CS40;US47->CS7;US50->CS26;US77->CS5;US46->CS62;US27->CS51;US110->CS62;US80->CS16;US23->CS31;US11->CS35;US105->CS33;US76->CS36;US3->CS59;US31->CS31;US25->CS41;US109->CS21;US113->CS49;US105->CS57;US85->CS61;US39->CS23;US25->CS25;US81->CS25;US53->CS53;US26->CS42;US69->CS61;US114->CS58;US103->CS7;US102->CS30;US20->CS36;US71->CS55;US99->CS3;US124->CS36;US59->CS19,-,0
10,random,US107->CS51;US100->CS4;US92->CS60;US35->CS59;US37->CS13;US35->CS35;US46->CS6;US4->CS4;US89->CS49;US48->CS24;US54->CS14;US17->CS1;US46->CS46;US68->CS12;US108->CS28;US6->CS14;US81->CS17;US117->CS5;US80->CS48;US59->CS19;US52->CS12;US110->CS14;US22->CS30;US78->CS46;US47->CS39;US75->CS35;US69->CS29;US17->CS49;US34->CS10;US23->CS39;US4->CS52;US72->CS16;US12->CS44;US7->CS47;US35->CS27;US84->CS52;US86->CS46;US39->CS47;US24->CS32;US28->CS4;US32->CS40,-,0
