epoch,policy,chosen,verdict,correct
1,random,US45->CS45;US91->CS3;US82->CS42;US24->CS8;US64->CS0;US120->CS16;US55->CS63;US64->CS48;US81->CS9;US25->CS17;US77->CS5;US88->CS16;US111->CS47;US96->CS0;US68->CS4;US121->CS1;US108->CS60;US81->CS1;US69->CS45;US68->CS44;US67->CS35;US81->CS33;US92->CS44;US93->CS21;US104->CS40;US98->CS10;US115->CS3;US54->CS54;US14->CS46;US109->CS21;US117->CS61;US31->CS63;US80->CS8;US109->CS29;US70->CS22;US79->CS23;US13->CS45;US99->CS59;US3->CS19;US58->CS34;US110->CS30,-,0
2,random,US123->CS51;US68->CS36;US0->CS32;US8->CS24;US2->CS42;US31->CS15;US2->CS50;US24->CS40;US77->CS5;US44->CS4;US29->CS21;US0->CS48;US26->CS26;US42->CS18;US32->CS40;US59->CS27;US27->CS11;US72->CS32;US22->CS6;US51->CS3;US47->CS55;US105->CS25;US67->CS43;US75->CS19;US66->CS10;US106->CS58;US38->CS46;US25->CS1;US47->CS15;US48->CS48;US3->CS43;US67->CS19;US42->CS10;US61->CS53;US117->CS37;US23->CS39;US87->CS63;US11->CS35;US122->CS34;US112->CS8;US48->CS40,-,0
3,random,US120->CS56;US83->CS35;US13->CS13;US101->CS13;US35->CS3;US88->CS48;US66->CS50;US97->CS49;US93->CS5;US98->CS58;US88->CS40;US121->CS41;US0->CS0;US62->CS6;US71->CS31;US85->CS13;US119->CS7;US16->CS40;US34->CS34;US75->CS19;US16->CS0;US96->CS8;US80->CS24;US51->CS51;US62->CS38;US71->CS63;US21->CS29;US92->CS44;US65->CS41;US75->CS35;US17->CS33;US31->CS47;US19->CS3;US88->CS16;US119->CS15;US105->CS1;US114->CS34;US22->CS38;US59->CS43;US61->CS45;US41->CS25,-,0
4,random,US93->CS61;US82->CS26;US93->CS37;US97->CS33;US60->CS20;US110->CS6;US36->CS44;US123->CS3;US32->CS48;US98->CS26;US57->CS49;US81->CS9;US27->CS59;US61->CS29;US10->CS18;US41->CS33;US31->CS47;US76->CS12;US16->CS32;US62->CS14;US70->CS30;US33->CS25;US101->CS45;US51->CS27;US72->CS8;US107->CS51;US109->CS21;US71->CS47;US75->CS35;US46->CS38;US91->CS59;US47->CS63;US10->CS26;US40->CS32;US55->CS7;US67->CS35;US11->CS51;US32->CS0;US54->CS30;US12->CS28;US105->CS9,-,0
5,random,US11->CS19;US70->CS38;US82->CS42;US28->CS20;US98->CS10;US80->CS0;US90->CS2;US2->CS34;US33->CS17;US20->CS52;US5->CS13;US88->CS16;US55->CS7;US101->CS13;US51->CS11;US23->CS39;US28->CS4;US113->CS33;US80->CS24;US14->CS38;US100->CS44;US125->CS13;US77->CS13;US74->CS2;US109->CS53;US69->CS5;US102->CS22;US127->CS23;US98->CS58;US71->CS31;US45->CS21;US36->CS20;US34->CS50;US118->CS62;US120->CS32;US112->CS32;US86->CS62;US35->CS35;US7->CS39;US99->CS51;US25->CS1,-,0
6,random,US77->CS21;US39->CS63;US65->CS33;US20->CS28;US112->CS16;US20->CS36;US70->CS6;US110->CS6;US40->CS16;US14->CS54;US118->CS22;US106->CS34;US13->CS45;US16->CS0;US37->CS37;US16->CS40;US29->CS53;US103->CS47;US114->CS34;US32->CS40;US52->CS36;US38->CS54;US124->CS20;US31->CS55;US49->CS9;US113->CS57;US81->CS1;US97->CS57;US97->CS17;US72->CS8;US77->CS45;US51->CS35;US52->CS60;US1->CS25;US76->CS28;US43->CS3;US59->CS35;US20->CS52;US62->CS22;US105->CS49;US101->CS5,-,0
7,random,US89->CS25;US34->CS42;US102->CS38;US25->CS57;US75->CS51;US4->CS44;US101->CS29;US110->CS46;US31->CS39;US54->CS6;US99->CS59;US23->CS63;US88->CS56;US45->CS29;US19->CS11;US105->CS1;US62->CS30;US84->CS44;US32->CS32;US36->CS52;US55->CS23;US24->CS32;US76->CS12;US120->CS48;US9->CS41;US116->CS28;US101->CS53;US13->CS45;US42->CS2;US5->CS53;US80->CS40;US61->CS29;US26->CS50;US92->CS28;US41->CS41;US7->CS15;US80->CS48;US70->CS54;US75->CS19;US61->CS5;US0->CS8,-,0
8,random,US53->CS5;US91->CS59;US5->CS61;US112->CS8;US60->CS12;US39->CS15;US68->CS28;US58->CS10;US7->CS23;US29->CS5;US89->CS17;US10->CS58;US103->CS55;US63->CS7;US120->CS24;US74->CS10;US28->CS52;US121->CS41;US25->CS17;US85->CS21;US2->CS26;US23->CS47;US66->CS2;US19->CS3;US103->CS15;US100->CS4;US4->CS52;US23->CS15;US118->CS46;US1->CS41;US119->CS39;US87->CS47;US46->CS14;US54->CS30;US31->CS15;US65->CS25;US77->CS21;US3->CS59;US38->CS14;US12->CS44;US122->CS42,-,0
9,random,US92->CS20;US34->CS58;US1->CS41;US93->CS29;US9->CS17;US77->CS53;US101->CS45;US120->CS48;US104->CS56;US68->CS12;US28->CS44;US87->CS7;US45->CS29;US70->CS14;US90->CS42;US15->CS63;US13->CS21;US89->CS41;US101->CS29;US76->CS12;US100->CS28;US61->CS53;US48->CS48;US84->CS60;US81->CS1;US17->CS9;US33->CS9;US52->CS28;US2->CS10;US71->CS23;US95->CS23;US109->CS53;US58->CS42;US54->CS38;US85->CS37;US7->CS47;US7->CS39;US45->CS45;US53->CS29;US2->CS26;US82->CS26,-,0
10,random,US6->CS30;US106->CS34;US126->CS38;US23->CS31;US80->CS8;US91->CS11;US90->CS34;US121->CS41;US81->CS17;US118->CS6;US104->CS16;US108->CS44;US30->CS54;US57->CS49;US39->CS39;US48->CS8;US29->CS29;US60->CS60;US58->CS2;US35->CS59;US103->CS63;US72->CS16;US93->CS13;US6->CS6;US12->CS44;US102->CS14;US12->CS60;US101->CS37;US101->CS21;US126->CS6;US71->CS23;US78->CS38;US116->CS20;US14->CS46;US113->CS1;US121->CS17;US112->CS16;US111->CS63;US108->CS60;US102->CS54;US45->CS29,-,0
