epoch,policy,chosen,verdict,correct
1,random,US11->CS27;US75->CS3;US56->CS24;US74->CS2;US68->CS36;US24->CS56;US20->CS36;US126->CS14;US115->CS11;US55->CS23;US110->CS46;US18->CS10;US82->CS10;US97->CS9;US95->CS7;US77->CS13;US104->CS40;US16->CS48;US115->CS35;US81->CS9;US99->CS27;US94->CS6;US116->CS36;US92->CS36;US79->CS23;US57->CS49;US109->CS5;US43->CS51;US9->CS1;US32->CS0;US100->CS52;US2->CS18;US34->CS50;US53->CS37;US0->CS56;US37->CS53;US29->CS61;US114->CS58;US62->CS30;US61->CS13;US85->CS13,-,0
2,random,US35->CS19;US127->CS47;US57->CS17;US62->CS22;US107->CS11;US101->CS53;US56->CS32;US6->CS38;US63->CS7;US90->CS34;US112->CS0;US82->CS18;US42->CS42;US55->CS31;US90->CS10;US106->CS50;US31->CS39;US66->CS42;US70->CS14;US15->CS47;US99->CS11;US79->CS47;US82->CS50;US82->CS42;US41->CS25;US70->CS38;US37->CS53;US104->CS24;US79->CS15;US69->CS21;US70->CS30;US116->CS12;US39->CS23;US46->CS22;US29->CS61;US84->CS44;US106->CS42;US58->CS42;US65->CS33;US123->CS51;US39->CS7,-,0
3,random,US97->CS57;US85->CS37;US104->CS32;US42->CS50;US81->CS33;US126->CS62;US93->CS29;US43->CS35;US66->CS42;US60->CS12;US4->CS52;US124->CS44;US49->CS33;US10->CS42;US86->CS38;US7->CS47;US39->CS15;US100->CS44;US42->CS34;US58->CS50;US111->CS55;US9->CS33;US110->CS46;US101->CS13;US107->CS35;US116->CS4;US36->CS60;US7->CS31;US31->CS55;US40->CS40;US35->CS35;US86->CS22;US20->CS4;US22->CS14;US50->CS2;US17->CS1;US16->CS48;US25->CS49;US75->CS19;US118->CS38;US27->CS43,-,0
4,random,US50->CS18;US79->CS47;US29->CS21;US113->CS9;US34->CS58;US56->CS56;US62->CS46;US48->CS24;US8->CS16;US116->CS52;US5->CS21;US71->CS31;US89->CS33;US84->CS60;US47->CS31;US127->CS63;US45->CS53;US117->CS53;US72->CS0;US6->CS38;US1->CS25;US2->CS26;US14->CS22;US69->CS29;US9->CS25;US0->CS24;US120->CS32;US31->CS23;US88->CS24;US32->CS8;US106->CS50;US121->CS17;US93->CS61;US30->CS30;US28->CS4;US101->CS5;US127->CS31;US100->CS20;US123->CS11;US5->CS5;US42->CS18,-,0
5,random,US60->CS20;US89->CS49;US62->CS38;US115->CS51;US27->CS59;US112->CS32;US88->CS16;US73->CS41;US121->CS25;US125->CS13;US91->CS11;US124->CS52;US109->CS5;US64->CS16;US90->CS42;US66->CS34;US25->CS1;US76->CS4;US1->CS33;US38->CS62;US9->CS41;US76->CS60;US14->CS62;US64->CS56;US14->CS46;US2->CS2;US96->CS48;US42->CS18;US33->CS25;US90->CS26;US124->CS12;US116->CS4;US67->CS3;US1->CS41;US30->CS38;US33->CS41;US111->CS47;US53->CS61;US120->CS32;US74->CS50;US76->CS52,-,0
6,random,US13->CS29;US24->CS8;US38->CS62;US121->CS17;US114->CS2;US59->CS11;US126->CS46;US64->CS24;US102->CS22;US11->CS11;US97->CS1;US54->CS14;US13->CS53;US60->CS4;US76->CS60;US65->CS41;US78->CS30;US112->CS32;US66->CS26;US6->CS38;US15->CS7;US16->CS0;US61->CS37;US39->CS63;US72->CS0;US23->CS39;US11->CS19;US36->CS12;US112->CS40;US28->CS4;US35->CS51;US0->CS48;US109->CS13;US7->CS47;US35->CS19;US12->CS4;US84->CS28;US75->CS27;US81->CS49;US103->CS23;US117->CS37,-,0
7,random,US82->CS42;US96->CS0;US4->CS52;US71->CS63;US49->CS1;US16->CS40;US97->CS57;US30->CS6;US107->CS59;US98->CS10;US75->CS51;US93->CS13;US64->CS48;US102->CS22;US72->CS56;US42->CS2;US106->CS2;US58->CS58;US127->CS47;US11->CS27;US40->CS48;US79->CS47;US42->CS58;US55->CS39;US114->CS50;US107->CS35;US28->CS60;US17->CS25;US8->CS16;US98->CS18;US82->CS26;US71->CS31;US8->CS0;US32->CS16;US29->CS5;US121->CS17;US8->CS8;US67->CS11;US37->CS21;US44->CS28;US40->CS8,-,0
8,random,US104->CS32;US57->CS1;US53->CS13;US45->CS61;US58->CS58;US20->CS4;US74->CS42;US62->CS62;US101->CS53;US106->CS34;US60->CS28;US94->CS62;US58->CS18;US76->CS60;US57->CS41;US20->CS12;US7->CS63;US28->CS36;US34->CS58;US48->CS56;US63->CS55;US114->CS34;US86->CS6;US75->CS35;US6->CS62;US72->CS8;US122->CS58;US17->CS25;US63->CS7;US87->CS23;US121->CS25;US56->CS56;US119->CS23;US73->CS41;US8->CS16;US108->CS28;US7->CS47;US85->CS21;US58->CS34;US53->CS53;US20->CS44,-,0
9,random,US88->CS40;US62->CS22;US90->CS34;US58->CS10;US13->CS53;US102->CS38;US84->CS44;US107->CS19;US13->CS45;US89->CS33;US61->CS37;US1->CS25;US76->CS52;US67->CS51;US46->CS62;US121->CS9;US42->CS58;US102->CS14;US105->CS1;US124->CS20;US103->CS39;US98->CS2;US27->CS27;US65->CS9;US77->CS5;US108->CS20;US12->CS28;US35->CS19;US37->CS29;US18->CS10;US37->CS53;US123->CS27;US61->CS21;US6->CS62;US41->CS33;US30->CS62;US73->CS57;US43->CS11;US20->CS52;US30->CS14;US113->CS33,-,0
10,random,US40->CS16;US59->CS51;US88->CS24;US37->CS45;US107->CS43;US53->CS21;US113->CS17;US96->CS48;US27->CS51;US108->CS44;US40->CS24;US20->CS44;US71->CS63;US51->CS11;US24->CS40;US114->CS42;US69->CS37;US120->CS56;US57->CS9;US81->CS33;US12->CS12;US1->CS41;US72->CS56;US9->CS17;US1->CS33;US63->CS47;US56->CS40;US122->CS2;US1->CS57;US115->CS35;US90->CS18;US54->CS14;US31->CS7;US115->CS59;US101->CS5;US18->CS2;US95->CS39;US0->CS48;US38->CS46;US24->CS8;US40->CS40,-,0
