epoch,policy,chosen,verdict,correct
1,random,US117->CS29;US41->CS57;US64->CS0;US44->CS44;US95->CS15;US127->CS15;US24->CS40;US56->CS40;US91->CS43;US78->CS38;US44->CS28;US113->CS25;US48->CS8;US37->CS29;US67->CS3;US62->CS14;US52->CS28;US103->CS47;US84->CS52;US40->CS48;US66->CS42;US59->CS59;US14->CS6;US13->CS61;US0->CS8;US107->CS35;US12->CS4;US126->CS30;US108->CS20;US10->CS58;US78->CS46;US57->CS25;US12->CS12;US50->CS50;US32->CS56;US5->CS61;US71->CS23;US57->CS17;US101->CS21;US88->CS32;US55->CS15,-,0
2,random,US15->CS63;US86->CS62;US113->CS1;US14->CS46;US52->CS12;US99->CS27;US13->CS61;US60->CS60;US93->CS5;US23->CS55;US12->CS4;US111->CS23;US100->CS12;US88->CS40;US105->CS33;US79->CS7;US47->CS47;US34->CS18;US73->CS17;US88->CS8;US37->CS29;US28->CS28;US22->CS22;US114->CS10;US62->CS22;US35->CS11;US119->CS63;US41->CS41;US14->CS38;US0->CS48;US50->CS10;US80->CS48;US27->CS27;US106->CS42;US56->CS40;US103->CS63;US121->CS41;US2->CS50;US60->CS4;US52->CS28;US69->CS37,-,0
3,random,US113->CS17;US79->CS23;US25->CS57;US81->CS17;US119->CS15;US34->CS42;US113->CS49;US57->CS41;US126->CS14;US107->CS27;US69->CS61;US52->CS20;US47->CS23;US111->CS47;US69->CS37;US110->CS38;US104->CS16;US79->CS63;US84->CS28;US101->CS45;US7->CS47;US55->CS47;US18->CS10;US119->CS39;US65->CS41;US61->CS13;US30->CS46;US92->CS28;US0->CS16;US26->CS2;US78->CS38;US85->CS61;US43->CS3;US51->CS51;US110->CS30;US53->CS13;US75->CS51;US124->CS52;US123->CS3;US98->CS2;US68->CS28,-,0
4,random,US116->CS4;US110->CS6;US88->CS16;US70->CS62;US3->CS43;US7->CS23;US81->CS25;US64->CS16;US119->CS55;US93->CS53;US61->CS5;US13->CS37;US50->CS2;US107->CS43;US82->CS42;US94->CS62;US53->CS53;US40->CS56;US93->CS5;US72->CS32;US98->CS34;US71->CS39;US23->CS47;US124->CS36;US17->CS57;US38->CS46;US113->CS1;US49->CS25;US4->CS60;US24->CS56;US70->CS54;US69->CS37;US85->CS53;US86->CS62;US16->CS0;US94->CS14;US2->CS42;US100->CS44;US31->CS7;US32->CS48;US97->CS41,-,0
5,random,US118->CS14;US103->CS39;US116->CS52;US74->CS10;US75->CS59;US73->CS33;US104->CS56;US104->CS0;US124->CS12;US56->CS24;US85->CS13;US3->CS19;US121->CS9;US66->CS18;US42->CS18;US53->CS45;US58->CS18;US97->CS33;US64->CS16;US57->CS9;US32->CS48;US70->CS54;US14->CS46;US110->CS38;US39->CS47;US107->CS19;US38->CS6;US115->CS43;US87->CS55;US33->CS9;US61->CS45;US3->CS43;US96->CS48;US23->CS23;US124->CS52;US0->CS8;US54->CS6;US24->CS16;US17->CS25;US24->CS24;US90->CS10,-,0
6,random,US7->CS31;US51->CS51;US83->CS51;US6->CS62;US111->CS23;US112->CS56;US38->CS62;US78->CS62;US81->CS17;US107->CS51;US111->CS15;US105->CS49;US124->CS44;US46->CS22;US125->CS61;US84->CS12;US120->CS40;US103->CS7;US52->CS36;US35->CS59;US85->CS37;US66->CS58;US107->CS19;US59->CS11;US24->CS16;US52->CS44;US70->CS30;US90->CS18;US77->CS5;US19->CS43;US121->CS9;US5->CS21;US51->CS43;US7->CS7;US114->CS34;US63->CS31;US114->CS18;US8->CS8;US65->CS1;US20->CS52;US1->CS41,-,0
7,random,US85->CS21;US118->CS62;US8->CS8;US30->CS38;US25->CS49;US122->CS50;US110->CS54;US23->CS63;US80->CS32;US67->CS19;US50->CS2;US125->CS29;US34->CS50;US91->CS11;US84->CS12;US49->CS17;US32->CS0;US10->CS34;US29->CS21;US18->CS58;US14->CS62;US54->CS38;US33->CS57;US9->CS25;US119->CS7;US100->CS36;US29->CS29;US44->CS4;US44->CS60;US93->CS5;US102->CS62;US57->CS25;US93->CS37;US68->CS60;US53->CS13;US60->CS44;US81->CS41;US54->CS54;US94->CS6;US74->CS2;US123->CS19,-,0
8,random,US125->CS13;US36->CS36;US109->CS37;US31->CS55;US120->CS0;US56->CS48;US38->CS54;US97->CS25;US65->CS9;US8->CS24;US101->CS29;US113->CS33;US117->CS29;US83->CS19;US46->CS54;US108->CS36;US105->CS9;US118->CS6;US94->CS6;US39->CS55;US69->CS37;US34->CS34;US93->CS21;US59->CS43;US46->CS38;US3->CS27;US85->CS21;US27->CS11;US88->CS40;US91->CS59;US30->CS54;US80->CS0;US86->CS54;US47->CS23;US113->CS17;US31->CS31;US8->CS32;US109->CS53;US60->CS60;US105->CS49;US47->CS15,-,0
9,random,US95->CS7;US62->CS30;US32->CS16;US97->CS57;US26->CS10;US103->CS31;US10->CS42;US64->CS0;US117->CS53;US84->CS60;US94->CS14;US45->CS5;US77->CS5;US24->CS40;US20->CS44;US100->CS60;US105->CS17;US15->CS23;US111->CS15;US91->CS19;US102->CS14;US11->CS35;US12->CS44;US116->CS36;US34->CS10;US72->CS24;US104->CS24;US93->CS53;US110->CS38;US120->CS16;US29->CS53;US36->CS52;US93->CS37;US64->CS56;US33->CS33;US47->CS39;US78->CS46;US33->CS25;US56->CS40;US37->CS5;US100->CS12,-,0
10,random,US42->CS34;US23->CS39;US106->CS58;US5->CS29;US13->CS13;US95->CS23;US123->CS11;US60->CS12;US80->CS56;US19->CS51;US50->CS2;US18->CS58;US96->CS40;US100->CS12;US72->CS40;US95->CS39;US43->CS43;US91->CS43;US77->CS37;US3->CS35;US39->CS55;US0->CS48;US54->CS22;US92->CS60;US64->CS8;US114->CS2;US18->CS18;US57->CS57;US45->CS37;US114->CS10;US45->CS5;US103->CS31;US17->CS25;US127->CS63;US32->CS32;US27->CS51;US31->CS15;US71->CS55;US88->CS0;US20->CS44;US105->CS9,-,0
