epoch,policy,chosen,verdict,correct
1,random,US67->CS27;US66->CS50;US110->CS62;US81->CS25;US99->CS19;US67->CS51;US41->CS17;US107->CS11;US5->CS29;US7->CS47;US71->CS23;US13->CS13;US103->CS39;US7->CS7;US89->CS9;US54->CS6;US100->CS44;US123->CS59;US115->CS19;US113->CS41;US73->CS1;US40->CS56;US47->CS63;US89->CS49;US56->CS40;US6->CS22;US15->CS47;US54->CS54;US90->CS58;US21->CS5;US78->CS14;US89->CS25;US4->CS28;US120->CS24;US64->CS56;US79->CS63;US87->CS47;US118->CS46;US48->CS40;US97->CS25;US63->CS63,-,0
2,random,US67->CS27;US17->CS33;US4->CS44;US78->CS6;US15->CS23;US60->CS44;US127->CS63;US59->CS19;US1->CS33;US121->CS17;US78->CS14;US4->CS20;US0->CS24;US114->CS34;US54->CS46;US89->CS9;US124->CS28;US49->CS9;US92->CS36;US96->CS32;US73->CS9;US51->CS35;US116->CS20;US60->CS4;US7->CS47;US50->CS58;US42->CS18;US1->CS25;US49->CS41;US89->CS57;US112->CS48;US100->CS4;US77->CS13;US8->CS40;US115->CS27;US32->CS8;US29->CS21;US5->CS21;US7->CS15;US125->CS61;US83->CS27,-,0
3,random,US17->CS57;US7->CS47;US43->CS3;US66->CS26;US31->CS23;US125->CS5;US99->CS35;US22->CS6;US113->CS1;US62->CS54;US105->CS25;US68->CS4;US117->CS29;US33->CS9;US94->CS46;US49->CS57;US106->CS50;US38->CS54;US67->CS11;US47->CS55;US110->CS22;US58->CS50;US59->CS59;US82->CS42;US69->CS53;US89->CS9;US45->CS5;US33->CS57;US55->CS47;US74->CS26;US77->CS5;US51->CS27;US57->CS17;US72->CS16;US37->CS13;US73->CS49;US116->CS12;US38->CS38;US62->CS38;US125->CS45;US93->CS21,-,0
4,random,US79->CS31;US100->CS36;US96->CS48;US125->CS5;US47->CS63;US2->CS10;US98->CS50;US32->CS32;US21->CS29;US52->CS20;US13->CS5;US109->CS29;US55->CS39;US85->CS21;US57->CS41;US105->CS9;US38->CS14;US17->CS41;US116->CS44;US68->CS12;US99->CS35;US90->CS26;US95->CS15;US46->CS46;US115->CS3;US125->CS21;US41->CS49;US99->CS51;US95->CS7;US91->CS59;US92->CS60;US95->CS39;US66->CS34;US85->CS37;US97->CS25;US15->CS55;US40->CS40;US85->CS13;US35->CS27;US55->CS55;US108->CS20,-,0
5,random,US22->CS46;US118->CS54;US1->CS1;US82->CS42;US119->CS63;US77->CS21;US76->CS20;US97->CS41;US90->CS26;US45->CS53;US73->CS1;US77->CS61;US69->CS21;US21->CS53;US50->CS58;US119->CS47;US28->CS4;US101->CS13;US75->CS11;US43->CS51;US32->CS24;US36->CS44;US92->CS20;US5->CS61;US38->CS54;US114->CS34;US46->CS54;US33->CS33;US116->CS12;US35->CS27;US123->CS27;US123->CS11;US103->CS47;US63->CS15;US36->CS52;US98->CS50;US63->CS55;US72->CS24;US17->CS1;US14->CS14;US59->CS11,-,0
6,random,US102->CS6;US11->CS19;US90->CS10;US39->CS63;US97->CS25;US58->CS18;US102->CS46;US83->CS51;US55->CS31;US21->CS5;US80->CS40;US11->CS11;US15->CS39;US97->CS9;US89->CS9;US75->CS19;US39->CS7;US82->CS2;US40->CS0;US56->CS8;US121->CS33;US52->CS44;US6->CS38;US43->CS27;US104->CS48;US7->CS15;US98->CS34;US94->CS30;US72->CS56;US21->CS61;US87->CS23;US95->CS55;US43->CS19;US1->CS33;US46->CS22;US12->CS36;US55->CS63;US46->CS30;US124->CS4;US76->CS52;US6->CS46,-,0
7,random,US121->CS1;US26->CS34;US19->CS43;US47->CS55;US92->CS52;US3->CS51;US109->CS5;US9->CS41;US44->CS60;US60->CS20;US62->CS30;US92->CS20;US10->CS26;US114->CS18;US104->CS40;US118->CS14;US39->CS15;US75->CS27;US6->CS54;US60->CS28;US57->CS17;US124->CS44;US48->CS40;US126->CS22;US11->CS19;US4->CS12;US59->CS27;US100->CS52;US33->CS1;US15->CS39;US44->CS36;US5->CS53;US84->CS36;US7->CS7;US120->CS24;US108->CS36;US108->CS4;US107->CS59;US13->CS13;US72->CS56;US126->CS6,-,0
8,random,US111->CS63;US108->CS44;US97->CS41;US118->CS46;US85->CS37;US36->CS20;US62->CS22;US16->CS24;US123->CS27;US89->CS33;US71->CS7;US127->CS55;US40->CS32;US56->CS32;US24->CS8;US47->CS31;US92->CS12;US36->CS12;US100->CS4;US17->CS49;US45->CS45;US14->CS22;US88->CS56;US114->CS42;US90->CS18;US102->CS54;US97->CS9;US17->CS17;US75->CS19;US109->CS21;US94->CS54;US69->CS29;US52->CS4;US113->CS25;US50->CS18;US46->CS22;US23->CS7;US26->CS2;US103->CS23;US119->CS55;US83->CS51,-,0
9,random,US84->CS60;US92->CS44;US23->CS31;US75->CS59;US97->CS41;US49->CS9;US9->CS41;US33->CS49;US45->CS21;US31->CS31;US46->CS46;US39->CS7;US15->CS47;US109->CS61;US96->CS16;US55->CS7;US9->CS57;US58->CS2;US112->CS24;US52->CS12;US20->CS28;US62->CS6;US76->CS52;US70->CS62;US29->CS5;US84->CS28;US120->CS16;US72->CS8;US96->CS8;US27->CS11;US79->CS31;US67->CS43;US61->CS37;US54->CS22;US33->CS57;US93->CS21;US62->CS62;US40->CS32;US17->CS41;US36->CS4;US16->CS8,-,0
10,random,US92->CS4;US32->CS40;US115->CS43;US74->CS50;US29->CS21;US80->CS56;US108->CS20;US94->CS54;US34->CS50;US5->CS5;US23->CS47;US111->CS55;US2->CS2;US111->CS47;US37->CS21;US93->CS5;US74->CS58;US5->CS53;US107->CS35;US6->CS46;US42->CS2;US1->CS25;US48->CS0;US72->CS56;US47->CS23;US17->CS9;US91->CS43;US115->CS27;US15->CS39;US48->CS40;US0->CS16;US1->CS17;US85->CS53;US61->CS5;US102->CS30;US94->CS38;US45->CS29;US40->CS56;US73->CS9;US88->CS40;US91->CS35,-,0
11,random,US20->CS52;US115->CS59;US10->CS18;US106->CS50;US2->CS18;US9->CS49;US60->CS36;US38->CS54;US112->CS48;US34->CS50;US99->CS27;US6->CS54;US3->CS11;US103->CS63;US83->CS59;US114->CS18;US99->CS35;US81->CS25;US94->CS14;US34->CS26;US54->CS22;US118->CS62;US27->CS3;US51->CS43;US52->CS4;US37->CS13;US64->CS16;US122->CS42;US68->CS36;US48->CS8;US74->CS26;US45->CS37;US54->CS54;US59->CS43;US111->CS63;US127->CS7;US67->CS3;US115->CS51;US44->CS4;US117->CS29;US104->CS40,-,0
12,random,US85->CS13;US101->CS5;US123->CS3;US112->CS0;US44->CS52;US32->CS0;US74->CS26;US54->CS38;US89->CS25;US15->CS23;US73->CS41;US117->CS61;US48->CS32;US121->CS33;US0->CS56;US37->CS29;US111->CS47;US14->CS46;US41->CS33;US90->CS10;US47->CS55;US79->CS47;US99->CS3;US108->CS28;US56->CS8;US13->CS5;US98->CS26;US1->CS25;US16->CS40;US44->CS12;US100->CS52;US16->CS24;US71->CS39;US125->CS37;US11->CS59;US98->CS10;US76->CS36;US25->CS49;US66->CS50;US55->CS31;US50->CS42,-,0
13,random,US78->CS38;US29->CS29;US66->CS18;US93->CS5;US60->CS60;US17->CS57;US125->CS37;US119->CS7;US79->CS7;US108->CS20;US91->CS11;US40->CS8;US35->CS27;US41->CS1;US61->CS21;US7->CS23;US40->CS0;US34->CS2;US43->CS19;US117->CS13;US102->CS6;US103->CS47;US21->CS5;US120->CS8;US30->CS14;US10->CS50;US3->CS59;US99->CS11;US125->CS53;US10->CS34;US47->CS31;US51->CS59;US56->CS56;US88->CS48;US75->CS51;US51->CS3;US52->CS20;US84->CS52;US41->CS41;US25->CS17;US109->CS21,-,0
14,random,US28->CS52;US106->CS18;US74->CS26;US126->CS22;US82->CS18;US18->CS34;US93->CS37;US68->CS52;US20->CS12;US12->CS36;US66->CS58;US5->CS37;US120->CS16;US125->CS37;US98->CS18;US38->CS54;US53->CS29;US63->CS47;US52->CS20;US98->CS26;US82->CS26;US15->CS47;US60->CS4;US94->CS14;US60->CS28;US96->CS40;US103->CS63;US73->CS49;US101->CS45;US17->CS17;US61->CS37;US77->CS53;US87->CS55;US4->CS52;US68->CS36;US23->CS39;US113->CS9;US41->CS41;US16->CS0;US73->CS41;US82->CS34,-,0
15,random,US56->CS48;US15->CS7;US123->CS19;US92->CS60;US87->CS63;US21->CS21;US88->CS0;US105->CS25;US63->CS63;US69->CS37;US74->CS58;US49->CS25;US59->CS3;US43->CS27;US23->CS39;US39->CS63;US26->CS2;US76->CS28;US4->CS60;US59->CS59;US58->CS10;US8->CS56;US90->CS34;US66->CS42;US83->CS11;US1->CS49;US31->CS15;US66->CS18;US59->CS19;US64->CS40;US42->CS42;US115->CS27;US60->CS20;US67->CS35;US67->CS59;US116->CS12;US29->CS53;US33->CS33;US70->CS22;US81->CS1;US30->CS38,-,0
16,random,US39->CS55;US68->CS12;US76->CS12;US107->CS59;US27->CS3;US105->CS41;US29->CS37;US81->CS57;US99->CS11;US44->CS28;US110->CS62;US56->CS8;US98->CS2;US6->CS54;US116->CS36;US14->CS38;US14->CS14;US86->CS62;US108->CS52;US40->CS32;US20->CS4;US71->CS15;US44->CS52;US41->CS25;US15->CS55;US80->CS16;US11->CS27;US33->CS1;US123->CS3;US42->CS2;US107->CS19;US0->CS16;US96->CS0;US88->CS40;US109->CS13;US36->CS44;US1->CS49;US59->CS59;US14->CS30;US105->CS1;US118->CS30,US88->CS40,1
17,random,US7->CS31;US34->CS42;US1->CS1;US63->CS47;US30->CS6;US94->CS38;US81->CS17;US41->CS17;US55->CS23;US65->CS17;US57->CS57;US99->CS35;US45->CS29;US63->CS23;US2->CS34;US21->CS61;US114->CS34;US68->CS20;US87->CS23;US78->CS54;US11->CS35;US95->CS47;US60->CS12;US63->CS55;US94->CS6;US36->CS36;US67->CS59;US48->CS40;US126->CS6;US61->CS45;US60->CS28;US54->CS38;US102->CS30;US23->CS23;US0->CS24;US27->CS11;US60->CS20;US106->CS26;US37->CS53;US9->CS9;US43->CS19,-,0
18,random,US94->CS46;US39->CS31;US122->CS50;US110->CS6;US67->CS11;US3->CS51;US127->CS15;US107->CS27;US3->CS35;US36->CS4;US84->CS28;US23->CS31;US18->CS10;US64->CS0;US117->CS45;US87->CS47;US13->CS13;US55->CS7;US116->CS4;US93->CS29;US55->CS55;US111->CS7;US65->CS9;US90->CS2;US54->CS46;US25->CS41;US44->CS28;US124->CS52;US27->CS35;US66->CS42;US42->CS42;US62->CS54;US111->CS31;US58->CS18;US59->CS3;US113->CS49;US116->CS44;US89->CS1;US97->CS57;US71->CS47;US57->CS33,-,0
19,random,US109->CS37;US88->CS32;US108->CS52;US112->CS8;US124->CS52;US1->CS57;US96->CS32;US92->CS28;US11->CS3;US102->CS22;US91->CS3;US125->CS13;US103->CS15;US15->CS47;US77->CS21;US8->CS8;US53->CS53;US17->CS9;US34->CS50;US122->CS26;US84->CS20;US7->CS23;US80->CS48;US37->CS37;US13->CS53;US69->CS5;US125->CS61;US54->CS30;US55->CS55;US4->CS44;US41->CS25;US24->CS8;US94->CS54;US84->CS4;US42->CS10;US53->CS29;US2->CS50;US13->CS37;US98->CS18;US76->CS4;US59->CS11,-,0
20,random,US103->CS7;US82->CS26;US21->CS37;US125->CS29;US23->CS7;US63->CS7;US53->CS37;US25->CS9;US24->CS48;US115->CS27;US119->CS63;US30->CS30;US127->CS31;US118->CS22;US9->CS17;US101->CS45;US67->CS59;US59->CS35;US5->CS61;US60->CS36;US103->CS15;US65->CS49;US89->CS41;US90->CS50;US78->CS62;US87->CS23;US8->CS8;US42->CS18;US115->CS59;US44->CS60;US4->CS20;US50->CS2;US89->CS33;US32->CS16;US88->CS8;US9->CS1;US63->CS47;US21->CS21;US49->CS57;US98->CS2;US78->CS14,-,0
21,random,US105->CS33;US4->CS4;US116->CS28;US100->CS12;US107->CS19;US58->CS26;US56->CS56;US89->CS41;US119->CS7;US69->CS45;US99->CS35;US21->CS21;US87->CS31;US126->CS22;US50->CS26;US77->CS45;US9->CS25;US123->CS27;US77->CS37;US4->CS20;US17->CS25;US112->CS48;US80->CS48;US42->CS18;US105->CS57;US13->CS13;US91->CS27;US34->CS18;US95->CS39;US26->CS10;US111->CS31;US60->CS4;US41->CS17;US8->CS56;US7->CS7;US71->CS7;US23->CS15;US90->CS58;US112->CS56;US24->CS40;US49->CS57,-,0
22,random,US49->CS17;US87->CS63;US97->CS57;US74->CS34;US2->CS58;US96->CS0;US38->CS54;US35->CS35;US127->CS47;US50->CS10;US38->CS14;US115->CS3;US84->CS60;US79->CS15;US15->CS39;US52->CS20;US50->CS26;US64->CS24;US33->CS25;US78->CS46;US62->CS62;US97->CS49;US34->CS58;US60->CS52;US9->CS1;US73->CS17;US24->CS16;US27->CS3;US119->CS63;US30->CS30;US104->CS16;US51->CS27;US8->CS8;US23->CS31;US101->CS5;US70->CS14;US115->CS19;US12->CS28;US43->CS51;US4->CS36;US14->CS22,-,0
23,random,US109->CS13;US67->CS51;US113->CS57;US29->CS29;US75->CS35;US37->CS37;US71->CS55;US70->CS30;US30->CS6;US100->CS36;US12->CS60;US57->CS9;US87->CS39;US8->CS24;US48->CS0;US3->CS27;US36->CS12;US58->CS34;US43->CS59;US76->CS28;US54->CS38;US26->CS34;US49->CS1;US14->CS6;US71->CS47;US16->CS40;US89->CS41;US72->CS0;US5->CS21;US50->CS18;US98->CS58;US55->CS15;US113->CS1;US81->CS57;US101->CS21;US99->CS11;US87->CS31;US13->CS45;US88->CS16;US61->CS21;US13->CS13,-,0
