epoch,policy,chosen,verdict,correct
1,random,US48->CS48;US60->CS36;US80->CS16;US70->CS62;US41->CS25;US65->CS57;US66->CS18;US32->CS32;US116->CS12;US110->CS38;US104->CS32;US23->CS15;US97->CS49;US29->CS45;US81->CS49;US62->CS30;US63->CS23;US47->CS23;US32->CS40;US118->CS46;US110->CS22;US96->CS48;US53->CS61;US124->CS60;US14->CS6;US17->CS49;US54->CS54;US82->CS26;US69->CS61;US70->CS38;US25->CS49;US71->CS63;US28->CS52;US2->CS26;US51->CS27;US92->CS36;US119->CS31;US35->CS19;US13->CS53;US30->CS54;US119->CS63,-,0
2,random,US14->CS30;US38->CS54;US109->CS5;US34->CS18;US102->CS46;US82->CS2;US32->CS40;US25->CS41;US76->CS20;US47->CS7;US79->CS15;US1->CS41;US86->CS38;US20->CS28;US9->CS25;US95->CS15;US6->CS62;US30->CS54;US48->CS24;US40->CS24;US73->CS17;US53->CS37;US101->CS5;US96->CS32;US17->CS57;US93->CS61;US14->CS14;US1->CS49;US110->CS6;US112->CS0;US48->CS0;US9->CS49;US32->CS32;US69->CS13;US111->CS7;US27->CS3;US80->CS48;US110->CS54;US101->CS61;US45->CS61;US80->CS16,-,0
3,random,US108->CS28;US72->CS16;US85->CS5;US33->CS25;US108->CS36;US81->CS33;US60->CS4;US1->CS57;US18->CS58;US12->CS20;US5->CS5;US31->CS15;US43->CS59;US89->CS49;US9->CS33;US83->CS43;US117->CS61;US76->CS28;US26->CS2;US93->CS29;US24->CS32;US32->CS24;US39->CS39;US42->CS2;US107->CS27;US24->CS0;US118->CS62;US52->CS4;US10->CS26;US127->CS55;US112->CS16;US16->CS8;US113->CS33;US97->CS17;US48->CS56;US39->CS31;US3->CS19;US58->CS2;US50->CS18;US0->CS56;US42->CS18,-,0
4,random,US25->CS25;US17->CS1;US81->CS57;US12->CS60;US42->CS26;US76->CS44;US13->CS45;US108->CS44;US113->CS1;US75->CS51;US72->CS0;US60->CS60;US112->CS32;US68->CS12;US127->CS47;US12->CS28;US59->CS59;US85->CS37;US82->CS42;US117->CS5;US92->CS28;US54->CS22;US76->CS36;US76->CS4;US95->CS55;US17->CS49;US87->CS55;US39->CS47;US1->CS9;US125->CS37;US26->CS50;US68->CS28;US123->CS3;US85->CS5;US88->CS24;US111->CS63;US17->CS9;US122->CS10;US18->CS2;US99->CS27;US119->CS31,-,0
5,random,US35->CS19;US109->CS21;US105->CS1;US83->CS35;US49->CS17;US51->CS27;US58->CS26;US40->CS0;US95->CS31;US49->CS49;US103->CS39;US89->CS41;US6->CS30;US34->CS10;US107->CS35;US61->CS53;US38->CS46;US36->CS4;US22->CS6;US19->CS51;US50->CS18;US114->CS26;US108->CS28;US5->CS61;US73->CS9;US98->CS18;US55->CS55;US124->CS20;US78->CS30;US27->CS11;US41->CS9;US20->CS36;US85->CS45;US104->CS24;US44->CS4;US44->CS12;US0->CS24;US20->CS52;US87->CS47;US113->CS17;US15->CS39,-,0
6,random,US0->CS24;US30->CS54;US32->CS16;US79->CS31;US28->CS12;US120->CS8;US97->CS1;US33->CS1;US23->CS39;US93->CS53;US3->CS27;US101->CS13;US108->CS4;US113->CS41;US27->CS27;US52->CS12;US116->CS36;US19->CS43;US21->CS45;US124->CS20;US106->CS58;US121->CS41;US73->CS57;US64->CS48;US89->CS49;US90->CS2;US58->CS2;US0->CS56;US18->CS42;US105->CS9;US106->CS2;US125->CS37;US49->CS41;US46->CS30;US14->CS14;US15->CS55;US36->CS12;US102->CS62;US114->CS18;US127->CS39;US48->CS48,-,0
7,random,US111->CS55;US119->CS15;US119->CS23;US21->CS29;US5->CS5;US74->CS18;US73->CS49;US76->CS52;US9->CS57;US19->CS43;US78->CS22;US91->CS19;US97->CS25;US113->CS33;US95->CS39;US35->CS51;US115->CS59;US80->CS0;US41->CS1;US44->CS36;US13->CS29;US72->CS32;US126->CS30;US91->CS27;US54->CS22;US99->CS19;US97->CS57;US60->CS12;US107->CS19;US83->CS19;US53->CS37;US125->CS21;US59->CS51;US24->CS0;US112->CS56;US47->CS15;US122->CS18;US17->CS1;US115->CS35;US69->CS13;US36->CS12,-,0
8,random,US11->CS51;US71->CS39;US47->CS31;US40->CS32;US115->CS11;US61->CS37;US5->CS21;US52->CS12;US28->CS4;US88->CS8;US58->CS10;US23->CS39;US30->CS22;US28->CS60;US27->CS51;US50->CS2;US71->CS47;US40->CS0;US71->CS15;US101->CS5;US13->CS29;US28->CS28;US38->CS62;US122->CS42;US51->CS35;US41->CS57;US22->CS62;US55->CS31;US85->CS53;US22->CS6;US42->CS58;US115->CS35;US95->CS39;US37->CS45;US10->CS18;US122->CS18;US18->CS58;US121->CS25;US69->CS13;US31->CS7;US46->CS6,-,0
9,random,US112->CS16;US118->CS22;US122->CS34;US100->CS44;US37->CS21;US70->CS46;US75->CS51;US93->CS5;US49->CS33;US3->CS19;US45->CS53;US62->CS6;US26->CS26;US107->CS35;US112->CS0;US11->CS59;US93->CS29;US47->CS7;US38->CS14;US26->CS58;US51->CS35;US37->CS61;US42->CS26;US92->CS36;US65->CS25;US112->CS56;US20->CS28;US54->CS6;US17->CS49;US61->CS13;US115->CS35;US100->CS28;US12->CS36;US68->CS60;US11->CS11;US83->CS35;US10->CS26;US63->CS7;US120->CS48;US39->CS7;US117->CS13,-,0
10,random,US36->CS28;US43->CS11;US53->CS13;US22->CS6;US106->CS10;US44->CS12;US63->CS15;US115->CS3;US58->CS58;US55->CS23;US86->CS46;US73->CS17;US46->CS22;US112->CS24;US45->CS13;US0->CS24;US119->CS39;US64->CS56;US69->CS53;US70->CS46;US31->CS63;US101->CS61;US37->CS29;US65->CS49;US108->CS60;US81->CS57;US101->CS53;US49->CS9;US25->CS25;US19->CS27;US73->CS41;US81->CS41;US21->CS13;US63->CS7;US45->CS21;US17->CS25;US25->CS9;US110->CS30;US21->CS61;US73->CS9;US54->CS6,-,0
