epoch,policy,chosen,verdict,correct
1,random,US27->CS43;US47->CS39;US33->CS49;US39->CS55;US0->CS8;US64->CS0;US120->CS40;US125->CS5;US94->CS54;US121->CS33;US106->CS50;US97->CS25;US93->CS21;US95->CS31;US4->CS28;US27->CS3;US76->CS60;US46->CS54;US24->CS0;US35->CS27;US39->CS31;US45->CS61;US71->CS23;US94->CS6;US30->CS14;US126->CS30;US62->CS62;US69->CS5;US75->CS35;US27->CS27;US84->CS60;US7->CS23;US89->CS1;US46->CS14;US54->CS22;US17->CS33;US67->CS35;US104->CS0;US40->CS8;US14->CS14;US34->CS26,-,0
2,random,US24->CS40;US23->CS63;US4->CS60;US81->CS1;US73->CS57;US115->CS59;US119->CS23;US23->CS7;US119->CS63;US71->CS47;US80->CS0;US30->CS6;US79->CS39;US100->CS20;US7->CS31;US80->CS16;US74->CS58;US87->CS47;US46->CS54;US93->CS37;US114->CS34;US118->CS54;US79->CS55;US30->CS46;US76->CS28;US93->CS29;US40->CS56;US93->CS53;US51->CS59;US51->CS19;US97->CS9;US93->CS61;US52->CS4;US122->CS50;US47->CS15;US59->CS19;US33->CS17;US73->CS33;US21->CS45;US89->CS9;US118->CS46,-,0
3,random,US120->CS48;US31->CS55;US20->CS44;US69->CS61;US57->CS25;US9->CS41;US55->CS31;US0->CS40;US95->CS47;US58->CS2;US17->CS9;US67->CS35;US63->CS23;US95->CS55;US53->CS21;US33->CS17;US84->CS4;US126->CS54;US13->CS29;US63->CS31;US13->CS21;US51->CS35;US78->CS30;US25->CS41;US112->CS40;US48->CS32;US78->CS38;US126->CS6;US105->CS41;US66->CS34;US38->CS38;US42->CS26;US16->CS0;US83->CS59;US114->CS50;US105->CS57;US123->CS19;US8->CS24;US24->CS32;US92->CS12;US124->CS28,-,0
4,random,US70->CS30;US119->CS23;US32->CS0;US19->CS51;US82->CS18;US80->CS0;US36->CS4;US19->CS27;US85->CS37;US41->CS41;US27->CS27;US29->CS37;US78->CS38;US41->CS9;US17->CS57;US118->CS62;US86->CS38;US24->CS8;US39->CS47;US88->CS0;US21->CS21;US83->CS27;US40->CS48;US0->CS24;US38->CS14;US46->CS38;US23->CS7;US14->CS30;US71->CS39;US115->CS19;US83->CS11;US92->CS52;US97->CS9;US15->CS15;US15->CS31;US85->CS13;US37->CS21;US95->CS23;US68->CS4;US88->CS48;US126->CS62,-,0
5,random,US98->CS26;US80->CS32;US16->CS32;US83->CS35;US74->CS18;US24->CS0;US62->CS38;US5->CS45;US85->CS13;US9->CS33;US85->CS37;US36->CS36;US24->CS40;US53->CS13;US29->CS5;US92->CS60;US63->CS23;US107->CS43;US29->CS61;US54->CS30;US35->CS19;US94->CS22;US125->CS61;US120->CS56;US115->CS3;US0->CS32;US106->CS58;US11->CS11;US52->CS20;US74->CS10;US12->CS60;US58->CS42;US25->CS49;US14->CS38;US70->CS38;US63->CS55;US121->CS1;US124->CS12;US75->CS11;US118->CS30;US48->CS56,-,0
6,random,US27->CS3;US113->CS25;US49->CS1;US68->CS12;US66->CS2;US8->CS8;US111->CS55;US37->CS37;US72->CS24;US92->CS36;US17->CS33;US58->CS10;US64->CS0;US9->CS57;US67->CS59;US10->CS50;US59->CS3;US9->CS1;US111->CS39;US40->CS40;US31->CS23;US24->CS40;US31->CS31;US50->CS2;US88->CS32;US47->CS7;US54->CS6;US79->CS15;US80->CS16;US71->CS63;US52->CS4;US2->CS2;US68->CS28;US75->CS59;US41->CS25;US108->CS12;US50->CS34;US20->CS4;US55->CS15;US120->CS32;US25->CS49,-,0
7,random,US117->CS45;US29->CS13;US125->CS21;US123->CS19;US20->CS28;US108->CS4;US118->CS54;US34->CS58;US122->CS2;US19->CS3;US75->CS35;US13->CS53;US108->CS20;US74->CS34;US6->CS46;US44->CS4;US46->CS46;US98->CS42;US120->CS40;US102->CS54;US48->CS24;US123->CS11;US121->CS17;US14->CS38;US2->CS26;US120->CS32;US4->CS4;US36->CS4;US40->CS24;US2->CS10;US110->CS14;US53->CS61;US119->CS47;US115->CS19;US74->CS42;US29->CS29;US1->CS57;US68->CS36;US55->CS23;US71->CS63;US40->CS48,-,0
8,random,US111->CS15;US90->CS34;US12->CS4;US68->CS60;US4->CS52;US127->CS31;US3->CS51;US110->CS30;US5->CS5;US21->CS5;US17->CS25;US5->CS37;US49->CS49;US43->CS51;US67->CS3;US127->CS15;US15->CS7;US116->CS52;US122->CS50;US14->CS46;US22->CS46;US38->CS62;US15->CS31;US69->CS29;US81->CS9;US22->CS14;US63->CS55;US111->CS47;US56->CS0;US107->CS51;US43->CS11;US3->CS11;US121->CS17;US43->CS27;US109->CS37;US56->CS16;US7->CS47;US104->CS48;US87->CS39;US37->CS29;US93->CS29,-,0
9,random,US79->CS47;US78->CS14;US4->CS20;US5->CS53;US86->CS22;US60->CS36;US49->CS57;US83->CS59;US50->CS2;US120->CS16;US100->CS36;US120->CS24;US74->CS10;US44->CS52;US102->CS38;US116->CS44;US89->CS9;US0->CS40;US6->CS22;US112->CS56;US19->CS35;US32->CS48;US122->CS18;US117->CS61;US99->CS59;US79->CS55;US44->CS12;US37->CS37;US2->CS42;US16->CS8;US2->CS50;US108->CS60;US45->CS61;US61->CS13;US70->CS46;US84->CS28;US37->CS21;US43->CS43;US77->CS13;US94->CS6;US5->CS5,-,0
10,random,US102->CS46;US59->CS43;US108->CS52;US76->CS4;US118->CS46;US10->CS26;US3->CS27;US115->CS19;US54->CS22;US107->CS35;US85->CS21;US27->CS43;US99->CS3;US20->CS4;US116->CS44;US28->CS60;US110->CS22;US115->CS3;US121->CS49;US101->CS5;US107->CS19;US95->CS23;US9->CS49;US2->CS26;US63->CS47;US27->CS11;US30->CS22;US1->CS57;US93->CS45;US24->CS24;US111->CS39;US61->CS53;US40->CS0;US100->CS60;US15->CS39;US107->CS11;US118->CS14;US9->CS25;US111->CS7;US110->CS54;US64->CS56,-,0
