epoch,policy,chosen,verdict,correct
1,random,US79->CS47;US92->CS28;US34->CS10;US21->CS21;US116->CS44;US109->CS53;US111->CS63;US46->CS22;US12->CS36;US68->CS4;US57->CS17;US104->CS0;US73->CS57;US123->CS19;US115->CS43;US116->CS36;US71->CS47;US123->CS27;US72->CS32;US9->CS9;US14->CS22;US68->CS52;US29->CS53;US67->CS51;US75->CS51;US83->CS19;US9->CS1;US23->CS55;US43->CS59;US74->CS42;US85->CS21;US50->CS42;US15->CS39;US127->CS39;US47->CS55;US63->CS55;US110->CS38;US34->CS50;US35->CS35;US101->CS37;US101->CS45,-,0
2,random,US26->CS42;US93->CS37;US33->CS33;US94->CS54;US94->CS38;US100->CS44;US2->CS34;US94->CS30;US43->CS43;US45->CS53;US27->CS59;US92->CS12;US97->CS33;US8->CS48;US126->CS46;US106->CS26;US81->CS17;US121->CS17;US75->CS35;US47->CS39;US35->CS59;US50->CS18;US116->CS52;US104->CS16;US72->CS32;US76->CS4;US127->CS55;US107->CS3;US13->CS29;US86->CS62;US55->CS15;US87->CS55;US75->CS27;US74->CS10;US121->CS41;US124->CS52;US26->CS10;US30->CS46;US51->CS59;US28->CS60;US82->CS26,-,0
3,random,US33->CS17;US37->CS21;US5->CS45;US93->CS53;US5->CS61;US92->CS12;US18->CS26;US58->CS2;US22->CS46;US116->CS20;US105->CS33;US99->CS43;US89->CS25;US32->CS32;US73->CS49;US110->CS62;US37->CS53;US47->CS63;US73->CS57;US122->CS18;US86->CS38;US123->CS11;US12->CS28;US114->CS34;US40->CS56;US84->CS36;US98->CS58;US126->CS14;US25->CS9;US70->CS62;US122->CS10;US11->CS27;US84->CS52;US99->CS27;US124->CS4;US83->CS3;US0->CS56;US39->CS47;US78->CS62;US5->CS5;US102->CS6,-,0
4,random,US121->CS9;US65->CS1;US11->CS35;US122->CS50;US9->CS1;US51->CS19;US76->CS20;US53->CS37;US60->CS12;US103->CS47;US103->CS15;US0->CS16;US41->CS41;US106->CS50;US78->CS54;US61->CS37;US23->CS31;US37->CS21;US96->CS0;US62->CS30;US80->CS40;US120->CS24;US40->CS16;US5->CS13;US108->CS36;US3->CS3;US73->CS25;US110->CS14;US33->CS57;US71->CS63;US75->CS51;US1->CS17;US53->CS53;US68->CS36;US78->CS14;US55->CS63;US50->CS18;US82->CS34;US85->CS29;US59->CS11;US68->CS28,-,0
5,random,US113->CS17;US124->CS60;US102->CS38;US50->CS58;US87->CS31;US28->CS28;US16->CS40;US78->CS38;US104->CS40;US107->CS59;US121->CS17;US34->CS42;US85->CS37;US12->CS36;US71->CS39;US103->CS63;US7->CS31;US94->CS22;US52->CS28;US2->CS10;US90->CS34;US82->CS50;US107->CS27;US54->CS14;US77->CS13;US65->CS9;US81->CS1;US120->CS0;US116->CS52;US23->CS47;US100->CS28;US53->CS5;US103->CS7;US42->CS18;US45->CS29;US79->CS31;US85->CS61;US69->CS61;US115->CS35;US117->CS13;US6->CS54,-,0
6,random,US34->CS58;US37->CS45;US5->CS37;US60->CS20;US17->CS9;US113->CS33;US11->CS43;US37->CS53;US124->CS36;US72->CS48;US79->CS31;US15->CS15;US81->CS1;US104->CS48;US127->CS31;US33->CS57;US13->CS53;US18->CS18;US76->CS60;US62->CS6;US15->CS47;US26->CS18;US60->CS52;US80->CS48;US2->CS18;US8->CS8;US0->CS32;US35->CS59;US106->CS42;US106->CS10;US17->CS41;US1->CS57;US68->CS12;US119->CS55;US112->CS40;US11->CS19;US91->CS51;US72->CS0;US51->CS51;US65->CS17;US93->CS5,-,0
7,random,US123->CS43;US46->CS30;US0->CS32;US30->CS54;US118->CS54;US92->CS20;US115->CS19;US7->CS7;US4->CS60;US116->CS12;US107->CS19;US96->CS0;US45->CS13;US31->CS47;US29->CS29;US14->CS30;US7->CS15;US5->CS13;US89->CS25;US111->CS31;US39->CS47;US74->CS26;US2->CS26;US77->CS45;US102->CS6;US103->CS23;US101->CS13;US44->CS20;US90->CS58;US79->CS39;US111->CS39;US15->CS31;US17->CS25;US73->CS1;US36->CS12;US27->CS3;US77->CS53;US20->CS20;US123->CS35;US51->CS27;US26->CS10,-,0
8,random,US75->CS59;US112->CS48;US89->CS33;US97->CS33;US77->CS5;US22->CS62;US77->CS61;US61->CS5;US102->CS6;US42->CS58;US35->CS51;US76->CS4;US82->CS42;US65->CS17;US37->CS45;US95->CS15;US31->CS15;US62->CS14;US67->CS35;US94->CS62;US101->CS13;US2->CS34;US9->CS17;US69->CS21;US32->CS16;US67->CS19;US105->CS25;US24->CS32;US90->CS26;US125->CS13;US30->CS54;US116->CS36;US111->CS7;US1->CS41;US93->CS61;US5->CS53;US57->CS33;US12->CS60;US13->CS53;US121->CS57;US43->CS19,-,0
9,random,US124->CS36;US96->CS32;US109->CS61;US8->CS56;US118->CS22;US91->CS19;US26->CS58;US10->CS34;US16->CS16;US42->CS26;US124->CS52;US75->CS11;US87->CS15;US82->CS42;US10->CS58;US123->CS27;US10->CS2;US118->CS62;US111->CS55;US19->CS59;US70->CS6;US74->CS18;US78->CS22;US56->CS8;US79->CS47;US32->CS24;US38->CS38;US74->CS42;US49->CS25;US39->CS55;US25->CS33;US69->CS13;US75->CS3;US91->CS3;US51->CS11;US67->CS19;US21->CS13;US117->CS45;US80->CS40;US20->CS60;US105->CS25,-,0
10,random,US90->CS10;US53->CS61;US121->CS33;US44->CS44;US41->CS9;US92->CS52;US26->CS2;US10->CS42;US78->CS14;US29->CS13;US25->CS57;US12->CS12;US106->CS58;US19->CS51;US104->CS8;US110->CS6;US26->CS18;US36->CS60;US48->CS16;US37->CS29;US20->CS60;US109->CS37;US71->CS23;US122->CS2;US37->CS37;US87->CS23;US90->CS50;US50->CS42;US106->CS2;US17->CS49;US107->CS43;US120->CS24;US126->CS6;US18->CS58;US35->CS3;US38->CS38;US88->CS8;US94->CS30;US114->CS2;US120->CS16;US69->CS29,-,0
