epoch,policy,chosen,verdict,correct
1,random,US99->CS19;US27->CS27;US54->CS46;US114->CS26;US116->CS4;US111->CS7;US121->CS49;US110->CS62;US105->CS1;US97->CS9;US102->CS54;US48->CS40;US15->CS31;US66->CS58;US32->CS16;US6->CS54;US33->CS1;US73->CS17;US119->CS55;US64->CS24;US24->CS16;US53->CS29;US17->CS41;US84->CS28;US74->CS26;US4->CS12;US20->CS52;US86->CS30;US89->CS41;US117->CS29;US76->CS52;US27->CS19;US0->CS32;US59->CS27;US125->CS37;US12->CS20;US40->CS24;US73->CS41;US22->CS38;US34->CS42;US25->CS9,-,0
2,random,US35->CS51;US22->CS46;US89->CS49;US28->CS28;US6->CS14;US8->CS8;US87->CS15;US99->CS27;US23->CS63;US98->CS58;US109->CS13;US89->CS1;US35->CS3;US55->CS39;US12->CS36;US94->CS62;US89->CS17;US43->CS43;US82->CS34;US94->CS22;US69->CS45;US98->CS42;US46->CS38;US61->CS45;US59->CS3;US68->CS28;US63->CS15;US106->CS50;US13->CS13;US112->CS40;US57->CS17;US107->CS27;US107->CS59;US108->CS60;US50->CS10;US65->CS49;US84->CS44;US28->CS44;US62->CS46;US20->CS4;US53->CS29,-,0
3,random,US34->CS50;US73->CS57;US112->CS0;US118->CS62;US25->CS17;US14->CS30;US37->CS53;US118->CS30;US33->CS9;US88->CS56;US122->CS42;US9->CS49;US120->CS16;US63->CS7;US41->CS1;US104->CS24;US23->CS31;US92->CS36;US127->CS7;US88->CS16;US102->CS22;US15->CS31;US11->CS51;US5->CS13;US80->CS40;US74->CS50;US75->CS59;US67->CS35;US114->CS2;US100->CS12;US52->CS44;US60->CS4;US109->CS37;US20->CS28;US56->CS0;US3->CS27;US114->CS42;US12->CS36;US103->CS47;US65->CS49;US32->CS40,-,0
4,random,US123->CS11;US75->CS11;US38->CS46;US117->CS21;US108->CS44;US113->CS25;US121->CS57;US111->CS15;US104->CS48;US47->CS31;US122->CS50;US47->CS55;US89->CS25;US39->CS23;US125->CS37;US50->CS2;US13->CS37;US17->CS33;US5->CS53;US60->CS20;US76->CS44;US75->CS51;US107->CS19;US65->CS41;US79->CS31;US38->CS62;US105->CS41;US115->CS59;US98->CS10;US53->CS13;US110->CS6;US41->CS17;US69->CS53;US116->CS52;US23->CS23;US127->CS23;US52->CS60;US42->CS10;US27->CS3;US18->CS10;US23->CS15,-,0
5,random,US14->CS54;US94->CS30;US105->CS57;US109->CS61;US23->CS55;US97->CS25;US52->CS28;US8->CS8;US77->CS5;US20->CS44;US45->CS45;US95->CS39;US6->CS22;US5->CS61;US122->CS42;US115->CS59;US98->CS18;US72->CS48;US30->CS14;US12->CS52;US80->CS8;US124->CS60;US45->CS21;US38->CS30;US108->CS44;US40->CS32;US107->CS59;US16->CS8;US93->CS53;US58->CS50;US62->CS46;US80->CS24;US92->CS44;US91->CS27;US81->CS9;US26->CS50;US1->CS1;US98->CS26;US11->CS27;US88->CS8;US38->CS54,-,0
6,random,US119->CS7;US22->CS38;US81->CS17;US72->CS0;US95->CS39;US64->CS40;US62->CS46;US64->CS32;US95->CS7;US120->CS56;US106->CS10;US1->CS25;US27->CS35;US56->CS40;US38->CS6;US33->CS49;US72->CS24;US37->CS37;US81->CS25;US59->CS51;US31->CS47;US23->CS7;US8->CS8;US36->CS36;US2->CS18;US90->CS50;US124->CS12;US51->CS3;US40->CS40;US123->CS19;US16->CS24;US70->CS62;US35->CS43;US60->CS52;US68->CS4;US76->CS52;US48->CS16;US51->CS19;US116->CS60;US69->CS13;US72->CS32,-,0
7,random,US27->CS35;US60->CS12;US93->CS61;US78->CS14;US55->CS15;US93->CS29;US24->CS40;US21->CS45;US126->CS22;US66->CS18;US49->CS17;US87->CS23;US55->CS7;US113->CS9;US70->CS62;US18->CS58;US35->CS3;US20->CS44;US66->CS26;US51->CS51;US30->CS62;US103->CS7;US45->CS13;US76->CS28;US83->CS11;US18->CS42;US53->CS53;US9->CS1;US124->CS44;US15->CS7;US0->CS8;US119->CS63;US95->CS55;US104->CS56;US110->CS46;US10->CS34;US46->CS46;US25->CS9;US108->CS52;US108->CS36;US29->CS61,-,0
8,random,US70->CS22;US27->CS27;US96->CS8;US55->CS15;US40->CS32;US116->CS28;US76->CS52;US66->CS10;US54->CS38;US35->CS51;US21->CS5;US103->CS15;US103->CS31;US109->CS61;US118->CS62;US91->CS59;US5->CS53;US46->CS54;US101->CS37;US18->CS34;US95->CS23;US66->CS26;US102->CS62;US4->CS44;US0->CS0;US73->CS25;US79->CS31;US39->CS63;US12->CS44;US55->CS39;US122->CS26;US44->CS28;US11->CS35;US109->CS13;US33->CS17;US51->CS19;US51->CS59;US92->CS36;US64->CS40;US118->CS22;US112->CS0,-,0
9,random,US46->CS30;US85->CS13;US13->CS61;US53->CS13;US57->CS57;US38->CS30;US41->CS1;US17->CS57;US35->CS3;US18->CS34;US5->CS21;US61->CS5;US39->CS63;US42->CS58;US75->CS11;US101->CS53;US114->CS2;US94->CS38;US104->CS32;US49->CS25;US28->CS28;US89->CS1;US39->CS23;US3->CS51;US81->CS1;US123->CS43;US78->CS14;US65->CS25;US75->CS27;US10->CS42;US21->CS37;US49->CS1;US72->CS48;US46->CS14;US22->CS46;US92->CS20;US64->CS40;US121->CS49;US63->CS7;US7->CS23;US55->CS63,-,0
10,random,US41->CS17;US36->CS28;US32->CS48;US55->CS39;US95->CS63;US75->CS11;US118->CS54;US44->CS36;US59->CS59;US89->CS1;US15->CS39;US1->CS9;US55->CS31;US95->CS23;US59->CS35;US92->CS28;US18->CS26;US89->CS17;US37->CS29;US87->CS23;US100->CS4;US63->CS63;US64->CS24;US59->CS27;US22->CS62;US36->CS36;US17->CS57;US16->CS8;US30->CS6;US3->CS11;US16->CS32;US76->CS44;US9->CS57;US9->CS17;US32->CS40;US88->CS24;US108->CS44;US63->CS23;US56->CS48;US77->CS61;US119->CS39,-,0
