epoch,policy,chosen,verdict,correct
1,random,US75->CS43;US114->CS10;US21->CS5;US103->CS47;US53->CS61;US21->CS21;US123->CS27;US37->CS21;US74->CS10;US18->CS42;US58->CS18;US20->CS44;US56->CS24;US88->CS16;US81->CS1;US51->CS3;US58->CS58;US24->CS40;US114->CS2;US72->CS24;US30->CS54;US17->CS17;US47->CS63;US15->CS39;US49->CS25;US26->CS50;US35->CS27;US35->CS43;US125->CS53;US85->CS13;US85->CS5;US24->CS48;US1->CS41;US91->CS19;US123->CS3;US69->CS29;US51->CS35;US123->CS51;US57->CS49;US53->CS21;US118->CS6,-,0
2,random,US114->CS34;US67->CS27;US67->CS51;US88->CS24;US123->CS59;US38->CS14;US25->CS1;US97->CS49;US60->CS44;US65->CS1;US46->CS6;US76->CS60;US0->CS48;US28->CS20;US50->CS18;US85->CS45;US66->CS2;US68->CS36;US92->CS20;US31->CS63;US115->CS19;US63->CS15;US82->CS18;US91->CS43;US94->CS22;US30->CS22;US19->CS19;US119->CS23;US79->CS39;US28->CS52;US90->CS2;US13->CS37;US49->CS25;US26->CS42;US34->CS50;US79->CS7;US87->CS55;US101->CS53;US77->CS37;US48->CS56;US13->CS5,-,0
3,random,US121->CS49;US68->CS44;US123->CS43;US19->CS11;US125->CS13;US112->CS32;US123->CS35;US46->CS22;US89->CS17;US124->CS52;US70->CS54;US28->CS52;US92->CS36;US89->CS41;US104->CS0;US116->CS28;US75->CS27;US41->CS33;US112->CS40;US16->CS8;US10->CS26;US121->CS1;US34->CS58;US12->CS52;US64->CS8;US101->CS5;US17->CS49;US110->CS6;US31->CS31;US53->CS45;US5->CS45;US23->CS31;US35->CS19;US90->CS58;US77->CS37;US0->CS32;US126->CS6;US72->CS16;US31->CS7;US52->CS4;US109->CS29,-,0
4,random,US126->CS22;US74->CS10;US98->CS42;US7->CS7;US91->CS19;US51->CS35;US93->CS61;US112->CS0;US101->CS61;US58->CS50;US99->CS51;US122->CS34;US30->CS6;US3->CS51;US22->CS62;US30->CS30;US115->CS51;US27->CS27;US3->CS27;US20->CS44;US35->CS19;US93->CS13;US50->CS2;US119->CS39;US78->CS46;US16->CS16;US113->CS41;US106->CS42;US36->CS4;US80->CS48;US127->CS55;US31->CS15;US107->CS3;US6->CS22;US102->CS22;US66->CS2;US17->CS1;US87->CS63;US69->CS45;US111->CS47;US82->CS2,-,0
5,random,US6->CS46;US31->CS31;US97->CS33;US119->CS47;US4->CS28;US94->CS38;US69->CS45;US102->CS38;US127->CS55;US92->CS12;US123->CS3;US35->CS11;US103->CS15;US95->CS39;US75->CS35;US12->CS52;US0->CS24;US126->CS62;US52->CS44;US96->CS24;US118->CS22;US52->CS36;US40->CS32;US46->CS6;US110->CS62;US81->CS25;US110->CS38;US35->CS27;US89->CS17;US38->CS62;US74->CS10;US106->CS50;US115->CS3;US56->CS24;US12->CS20;US45->CS13;US111->CS23;US113->CS9;US0->CS0;US99->CS19;US22->CS22,-,0
6,random,US82->CS58;US63->CS31;US9->CS17;US55->CS31;US30->CS38;US105->CS1;US52->CS20;US37->CS13;US4->CS4;US90->CS34;US11->CS59;US59->CS59;US17->CS57;US126->CS62;US78->CS30;US54->CS30;US15->CS15;US97->CS17;US63->CS63;US21->CS45;US28->CS60;US96->CS32;US7->CS39;US121->CS1;US32->CS16;US55->CS7;US23->CS31;US31->CS63;US45->CS53;US57->CS57;US111->CS15;US29->CS53;US73->CS9;US48->CS48;US23->CS39;US9->CS25;US33->CS57;US93->CS5;US114->CS18;US118->CS62;US103->CS47,-,0
7,random,US33->CS9;US55->CS55;US11->CS19;US60->CS12;US51->CS11;US7->CS31;US111->CS47;US70->CS22;US50->CS34;US56->CS48;US26->CS10;US1->CS9;US70->CS30;US56->CS24;US43->CS51;US22->CS46;US86->CS14;US48->CS48;US72->CS16;US119->CS39;US4->CS28;US93->CS45;US91->CS59;US46->CS38;US106->CS18;US106->CS50;US79->CS23;US9->CS33;US47->CS55;US87->CS23;US120->CS56;US68->CS20;US98->CS2;US127->CS63;US64->CS24;US22->CS22;US60->CS20;US99->CS35;US77->CS37;US11->CS43;US94->CS38,-,0
8,random,US113->CS41;US118->CS22;US34->CS58;US28->CS36;US16->CS0;US3->CS19;US70->CS6;US90->CS18;US57->CS33;US122->CS10;US104->CS16;US69->CS53;US66->CS2;US54->CS30;US77->CS53;US100->CS36;US112->CS16;US15->CS23;US67->CS35;US127->CS47;US70->CS54;US104->CS8;US1->CS1;US62->CS22;US45->CS13;US1->CS57;US79->CS15;US34->CS42;US59->CS27;US108->CS28;US127->CS63;US124->CS28;US100->CS44;US119->CS63;US82->CS26;US49->CS41;US71->CS63;US25->CS49;US13->CS13;US120->CS40;US79->CS23,-,0
9,random,US119->CS63;US21->CS45;US57->CS33;US108->CS12;US14->CS14;US100->CS20;US45->CS13;US106->CS34;US46->CS6;US30->CS38;US115->CS11;US60->CS4;US76->CS36;US127->CS31;US72->CS16;US73->CS33;US101->CS53;US56->CS0;US56->CS24;US65->CS17;US103->CS39;US126->CS54;US65->CS49;US78->CS6;US126->CS62;US71->CS47;US104->CS48;US61->CS53;US44->CS52;US102->CS14;US118->CS30;US62->CS6;US99->CS43;US100->CS28;US36->CS28;US82->CS58;US18->CS10;US115->CS19;US119->CS31;US76->CS4;US93->CS53,-,0
10,random,US95->CS7;US95->CS47;US122->CS2;US73->CS1;US114->CS10;US44->CS36;US38->CS14;US4->CS28;US108->CS44;US7->CS47;US54->CS54;US75->CS19;US89->CS9;US97->CS49;US25->CS9;US83->CS59;US21->CS45;US60->CS60;US104->CS24;US77->CS13;US32->CS0;US22->CS30;US52->CS52;US69->CS45;US81->CS41;US113->CS25;US96->CS0;US116->CS28;US48->CS8;US124->CS4;US50->CS58;US113->CS17;US31->CS15;US8->CS8;US103->CS31;US0->CS0;US62->CS54;US6->CS38;US20->CS4;US27->CS51;US51->CS27,-,0
