epoch,policy,chosen,verdict,correct
1,random,US6->CS14;US67->CS3;US124->CS44;US28->CS44;US65->CS9;US59->CS27;US38->CS14;US61->CS37;US50->CS18;US42->CS50;US68->CS44;US22->CS14;US104->CS56;US124->CS36;US3->CS35;US98->CS58;US112->CS24;US95->CS15;US52->CS20;US2->CS50;US58->CS26;US50->CS42;US10->CS42;US96->CS40;US66->CS34;US94->CS38;US106->CS50;US43->CS11;US101->CS61;US102->CS22;US82->CS42;US124->CS4;US40->CS40;US40->CS48;US60->CS28;US91->CS51;US103->CS7;US87->CS47;US5->CS45;US110->CS22;US26->CS26,-,0
2,random,US100->CS44;US122->CS10;US93->CS45;US56->CS24;US4->CS4;US52->CS28;US26->CS50;US90->CS2;US25->CS25;US80->CS24;US40->CS48;US115->CS19;US61->CS21;US21->CS5;US24->CS56;US44->CS52;US47->CS55;US9->CS41;US86->CS22;US44->CS4;US63->CS31;US76->CS20;US15->CS63;US110->CS14;US2->CS50;US125->CS21;US44->CS44;US73->CS33;US14->CS38;US124->CS12;US66->CS34;US5->CS5;US2->CS26;US15->CS47;US116->CS36;US114->CS50;US20->CS28;US6->CS30;US51->CS43;US20->CS4;US12->CS60,-,0
3,random,US48->CS56;US92->CS60;US101->CS21;US70->CS6;US36->CS52;US53->CS61;US110->CS6;US65->CS25;US33->CS49;US63->CS23;US74->CS42;US85->CS21;US37->CS29;US77->CS21;US90->CS58;US79->CS63;US58->CS18;US28->CS60;US43->CS11;US46->CS30;US107->CS59;US78->CS46;US23->CS15;US17->CS1;US123->CS3;US62->CS30;US42->CS50;US44->CS28;US5->CS21;US74->CS2;US68->CS60;US84->CS4;US104->CS56;US93->CS29;US47->CS7;US20->CS36;US76->CS4;US113->CS25;US59->CS43;US70->CS14;US120->CS0,-,0
4,random,US38->CS62;US31->CS7;US115->CS3;US67->CS59;US114->CS2;US41->CS25;US34->CS10;US40->CS48;US116->CS4;US13->CS21;US112->CS24;US99->CS19;US125->CS13;US66->CS42;US45->CS61;US111->CS55;US35->CS19;US6->CS46;US2->CS58;US44->CS20;US79->CS47;US78->CS38;US58->CS26;US65->CS33;US68->CS12;US102->CS38;US0->CS8;US23->CS31;US36->CS28;US64->CS8;US84->CS52;US9->CS41;US20->CS36;US91->CS27;US120->CS40;US126->CS62;US104->CS0;US103->CS23;US90->CS50;US1->CS9;US49->CS57,-,0
5,random,US52->CS4;US9->CS49;US115->CS27;US11->CS51;US48->CS16;US51->CS35;US1->CS9;US94->CS30;US80->CS0;US117->CS37;US23->CS15;US71->CS55;US42->CS26;US52->CS12;US0->CS40;US46->CS54;US62->CS22;US36->CS12;US127->CS15;US86->CS14;US19->CS35;US33->CS17;US10->CS2;US72->CS8;US62->CS14;US76->CS36;US98->CS2;US64->CS40;US9->CS25;US94->CS38;US82->CS50;US62->CS62;US106->CS18;US92->CS20;US127->CS55;US5->CS61;US60->CS20;US87->CS15;US68->CS36;US96->CS48;US43->CS3,-,0
6,random,US57->CS33;US9->CS25;US58->CS50;US86->CS22;US32->CS40;US82->CS34;US49->CS25;US43->CS59;US9->CS33;US124->CS4;US118->CS14;US12->CS44;US44->CS4;US79->CS31;US10->CS18;US100->CS52;US25->CS57;US51->CS51;US33->CS33;US59->CS19;US32->CS32;US72->CS24;US77->CS13;US111->CS15;US88->CS48;US90->CS10;US42->CS10;US6->CS30;US98->CS26;US10->CS50;US80->CS0;US103->CS63;US25->CS49;US90->CS50;US72->CS56;US71->CS55;US23->CS15;US63->CS55;US67->CS11;US61->CS61;US72->CS48,-,0
7,random,US18->CS58;US19->CS19;US93->CS29;US6->CS22;US26->CS2;US72->CS32;US6->CS54;US62->CS30;US48->CS48;US74->CS10;US123->CS59;US73->CS49;US122->CS34;US93->CS61;US116->CS60;US108->CS12;US8->CS32;US70->CS6;US77->CS29;US50->CS26;US103->CS23;US98->CS50;US86->CS22;US114->CS26;US15->CS23;US30->CS38;US25->CS17;US78->CS22;US94->CS14;US63->CS55;US126->CS62;US12->CS20;US98->CS10;US45->CS61;US84->CS44;US8->CS56;US31->CS39;US114->CS42;US103->CS15;US101->CS53;US56->CS48,-,0
8,random,US112->CS24;US28->CS20;US3->CS43;US73->CS25;US116->CS20;US52->CS44;US6->CS46;US106->CS10;US34->CS18;US80->CS24;US81->CS57;US26->CS10;US17->CS9;US104->CS48;US59->CS19;US74->CS2;US111->CS23;US101->CS45;US44->CS20;US45->CS5;US29->CS21;US101->CS29;US19->CS51;US93->CS61;US66->CS42;US71->CS23;US72->CS32;US3->CS35;US125->CS53;US56->CS16;US70->CS54;US80->CS8;US40->CS16;US54->CS14;US59->CS51;US107->CS51;US68->CS20;US127->CS31;US19->CS27;US115->CS19;US34->CS42,-,0
9,random,US63->CS23;US60->CS60;US76->CS36;US57->CS41;US87->CS39;US17->CS9;US26->CS26;US31->CS23;US26->CS34;US45->CS29;US114->CS26;US8->CS16;US19->CS43;US126->CS62;US13->CS5;US49->CS1;US4->CS28;US29->CS5;US31->CS31;US0->CS8;US93->CS21;US37->CS5;US28->CS28;US93->CS61;US79->CS47;US82->CS18;US42->CS34;US40->CS24;US0->CS48;US61->CS45;US67->CS3;US38->CS54;US105->CS17;US110->CS62;US35->CS19;US64->CS40;US85->CS13;US83->CS59;US103->CS39;US88->CS24;US106->CS2,-,0
10,random,US80->CS8;US120->CS48;US76->CS20;US28->CS12;US92->CS60;US30->CS30;US74->CS10;US8->CS16;US11->CS11;US42->CS34;US29->CS45;US58->CS34;US116->CS28;US120->CS16;US124->CS12;US94->CS54;US82->CS18;US79->CS31;US54->CS62;US38->CS62;US50->CS42;US9->CS57;US76->CS28;US127->CS39;US108->CS12;US90->CS42;US50->CS18;US114->CS58;US83->CS51;US109->CS21;US126->CS14;US93->CS13;US28->CS52;US43->CS35;US23->CS55;US23->CS23;US99->CS27;US22->CS22;US47->CS63;US101->CS53;US15->CS7,-,0
11,random,US114->CS18;US65->CS1;US38->CS46;US111->CS31;US30->CS22;US64->CS32;US42->CS58;US17->CS33;US81->CS17;US17->CS17;US15->CS55;US66->CS18;US54->CS38;US20->CS52;US49->CS57;US47->CS15;US14->CS46;US127->CS7;US5->CS61;US56->CS8;US100->CS60;US52->CS28;US84->CS60;US7->CS47;US28->CS20;US53->CS29;US126->CS22;US57->CS25;US68->CS20;US38->CS14;US4->CS60;US12->CS4;US118->CS30;US49->CS17;US53->CS37;US34->CS10;US62->CS54;US114->CS26;US25->CS17;US63->CS31;US38->CS62,-,0
