epoch,policy,chosen,verdict,correct
1,random,US34->CS18;US50->CS10;US11->CS43;US81->CS17;US8->CS32;US24->CS8;US90->CS42;US20->CS44;US73->CS49;US83->CS59;US1->CS49;US53->CS29;US17->CS17;US109->CS61;US26->CS50;US62->CS14;US20->CS28;US13->CS37;US108->CS44;US42->CS2;US58->CS50;US34->CS2;US67->CS51;US43->CS59;US1->CS33;US68->CS36;US80->CS48;US126->CS6;US7->CS55;US120->CS40;US122->CS18;US88->CS8;US17->CS33;US53->CS21;US52->CS44;US90->CS10;US3->CS51;US9->CS41;US108->CS4;US65->CS25;US86->CS38,-,0
2,random,US1->CS9;US101->CS53;US76->CS4;US43->CS3;US106->CS10;US20->CS28;US27->CS35;US41->CS49;US45->CS53;US89->CS25;US67->CS19;US108->CS52;US104->CS40;US8->CS32;US114->CS2;US83->CS3;US115->CS3;US2->CS58;US27->CS11;US127->CS39;US43->CS35;US55->CS31;US121->CS33;US105->CS25;US4->CS52;US65->CS41;US52->CS52;US79->CS47;US1->CS49;US80->CS0;US58->CS10;US31->CS39;US92->CS60;US2->CS34;US118->CS46;US70->CS6;US116->CS20;US124->CS60;US127->CS23;US12->CS20;US44->CS60,-,0
3,random,US17->CS1;US76->CS60;US108->CS60;US18->CS26;US114->CS18;US75->CS3;US21->CS61;US61->CS37;US41->CS33;US32->CS32;US101->CS29;US70->CS38;US73->CS33;US57->CS57;US33->CS1;US99->CS11;US80->CS24;US113->CS1;US49->CS25;US88->CS0;US66->CS34;US55->CS7;US58->CS2;US51->CS35;US109->CS61;US90->CS26;US48->CS8;US92->CS44;US65->CS57;US14->CS62;US110->CS6;US118->CS14;US44->CS60;US36->CS28;US67->CS59;US78->CS46;US12->CS20;US126->CS54;US2->CS58;US75->CS59;US64->CS24,-,0
4,random,US127->CS31;US35->CS51;US73->CS41;US44->CS4;US8->CS0;US97->CS41;US82->CS10;US18->CS50;US111->CS47;US82->CS34;US74->CS34;US70->CS6;US37->CS5;US59->CS11;US105->CS1;US29->CS53;US63->CS23;US100->CS20;US47->CS63;US24->CS0;US30->CS54;US49->CS41;US73->CS1;US107->CS3;US124->CS36;US95->CS55;US40->CS8;US13->CS45;US19->CS3;US3->CS11;US8->CS8;US41->CS33;US80->CS32;US36->CS36;US47->CS31;US92->CS60;US63->CS7;US53->CS5;US40->CS48;US48->CS16;US33->CS9,-,0
5,random,US2->CS18;US86->CS62;US17->CS1;US106->CS10;US3->CS11;US40->CS16;US37->CS61;US53->CS29;US18->CS26;US101->CS5;US94->CS6;US33->CS49;US106->CS58;US43->CS19;US98->CS18;US98->CS50;US110->CS14;US85->CS29;US21->CS45;US122->CS42;US28->CS60;US113->CS33;US42->CS42;US87->CS39;US60->CS36;US79->CS39;US14->CS22;US109->CS5;US73->CS33;US32->CS32;US33->CS25;US74->CS18;US58->CS10;US10->CS58;US73->CS17;US0->CS40;US103->CS15;US100->CS4;US39->CS63;US48->CS16;US54->CS54,-,0
6,random,US108->CS28;US11->CS43;US6->CS46;US30->CS6;US113->CS25;US74->CS18;US43->CS51;US3->CS27;US122->CS34;US83->CS51;US36->CS44;US21->CS29;US92->CS52;US8->CS16;US31->CS39;US78->CS14;US103->CS63;US104->CS48;US23->CS39;US64->CS32;US6->CS30;US77->CS5;US113->CS17;US57->CS9;US92->CS4;US115->CS3;US125->CS21;US121->CS9;US86->CS54;US7->CS55;US69->CS13;US105->CS1;US0->CS56;US21->CS21;US49->CS25;US83->CS11;US52->CS60;US17->CS25;US51->CS51;US72->CS24;US81->CS17,-,0
7,random,US120->CS8;US85->CS5;US120->CS56;US59->CS59;US59->CS19;US110->CS46;US47->CS7;US127->CS23;US115->CS3;US23->CS7;US110->CS54;US112->CS40;US113->CS17;US46->CS30;US59->CS35;US65->CS57;US42->CS50;US40->CS24;US67->CS27;US16->CS16;US74->CS58;US97->CS9;US73->CS41;US122->CS50;US99->CS27;US51->CS3;US113->CS1;US79->CS15;US50->CS2;US112->CS48;US29->CS53;US62->CS6;US106->CS34;US58->CS10;US122->CS2;US74->CS34;US18->CS26;US84->CS52;US1->CS9;US53->CS5;US122->CS58,-,0
8,random,US41->CS9;US108->CS4;US19->CS43;US111->CS47;US123->CS35;US92->CS60;US65->CS17;US92->CS20;US43->CS43;US80->CS48;US50->CS10;US117->CS61;US81->CS33;US105->CS49;US3->CS11;US16->CS48;US34->CS50;US85->CS21;US14->CS6;US60->CS60;US110->CS30;US60->CS4;US94->CS38;US7->CS47;US124->CS44;US68->CS52;US45->CS21;US87->CS47;US43->CS59;US101->CS45;US74->CS26;US123->CS11;US25->CS41;US95->CS55;US96->CS32;US106->CS18;US114->CS26;US34->CS42;US116->CS52;US33->CS9;US30->CS46,-,0
9,random,US105->CS1;US58->CS34;US28->CS20;US41->CS1;US90->CS2;US38->CS14;US26->CS18;US41->CS17;US109->CS21;US14->CS14;US92->CS28;US19->CS35;US51->CS51;US7->CS7;US66->CS18;US22->CS30;US31->CS15;US97->CS9;US40->CS56;US87->CS39;US25->CS1;US12->CS60;US8->CS56;US42->CS2;US98->CS2;US12->CS4;US84->CS60;US104->CS32;US122->CS34;US67->CS19;US45->CS53;US10->CS58;US20->CS20;US13->CS21;US55->CS23;US28->CS36;US88->CS56;US10->CS34;US23->CS23;US30->CS54;US19->CS3,-,0
10,random,US30->CS6;US81->CS57;US122->CS42;US97->CS17;US37->CS21;US62->CS30;US44->CS36;US38->CS54;US100->CS60;US117->CS5;US84->CS4;US27->CS43;US116->CS28;US89->CS17;US51->CS27;US75->CS35;US101->CS5;US105->CS49;US70->CS54;US120->CS48;US114->CS42;US87->CS47;US104->CS0;US31->CS31;US114->CS10;US103->CS7;US124->CS12;US13->CS29;US16->CS0;US33->CS41;US112->CS0;US0->CS40;US6->CS54;US120->CS16;US79->CS39;US1->CS49;US89->CS25;US97->CS41;US83->CS35;US0->CS8;US42->CS26,-,0
11,random,US4->CS28;US45->CS13;US109->CS29;US86->CS30;US68->CS44;US16->CS40;US77->CS5;US32->CS48;US45->CS21;US15->CS15;US0->CS48;US11->CS19;US75->CS35;US22->CS38;US61->CS45;US73->CS17;US70->CS14;US2->CS50;US122->CS18;US59->CS3;US41->CS49;US28->CS60;US31->CS55;US76->CS28;US7->CS39;US44->CS28;US87->CS31;US14->CS46;US104->CS24;US33->CS49;US44->CS4;US43->CS59;US58->CS26;US127->CS15;US41->CS1;US68->CS20;US9->CS57;US3->CS27;US112->CS0;US108->CS28;US88->CS32,-,0
12,random,US125->CS21;US25->CS41;US27->CS59;US51->CS51;US62->CS14;US5->CS5;US66->CS58;US3->CS11;US50->CS42;US63->CS39;US39->CS7;US18->CS2;US58->CS10;US100->CS36;US113->CS41;US15->CS23;US50->CS10;US93->CS13;US72->CS48;US26->CS18;US14->CS46;US52->CS36;US65->CS1;US56->CS0;US90->CS58;US39->CS55;US84->CS60;US82->CS26;US66->CS50;US59->CS11;US35->CS3;US64->CS8;US79->CS39;US16->CS40;US82->CS58;US64->CS48;US1->CS17;US74->CS26;US76->CS36;US31->CS7;US73->CS57,-,0
13,random,US78->CS62;US120->CS16;US90->CS18;US17->CS25;US22->CS62;US76->CS28;US8->CS24;US75->CS51;US47->CS31;US13->CS21;US100->CS44;US2->CS10;US102->CS6;US91->CS11;US41->CS41;US39->CS15;US53->CS45;US69->CS29;US95->CS63;US59->CS19;US82->CS34;US14->CS54;US49->CS33;US30->CS6;US80->CS16;US70->CS22;US102->CS38;US23->CS55;US83->CS51;US66->CS42;US1->CS57;US28->CS4;US72->CS8;US101->CS53;US91->CS19;US7->CS55;US122->CS42;US89->CS17;US107->CS51;US125->CS61;US25->CS57,-,0
