epoch,policy,chosen,verdict,correct
1,random,US101->CS5;US93->CS37;US97->CS1;US86->CS38;US12->CS60;US66->CS2;US30->CS30;US126->CS30;US54->CS62;US106->CS2;US44->CS36;US116->CS28;US119->CS63;US1->CS9;US112->CS16;US59->CS19;US40->CS24;US106->CS10;US99->CS19;US127->CS7;US28->CS36;US75->CS11;US42->CS42;US51->CS51;US17->CS33;US91->CS19;US30->CS14;US85->CS53;US15->CS47;US125->CS45;US3->CS35;US39->CS39;US56->CS48;US75->CS51;US55->CS39;US100->CS4;US84->CS44;US45->CS5;US123->CS35;US73->CS33;US28->CS28,-,0
2,random,US100->CS44;US13->CS29;US66->CS50;US123->CS59;US37->CS29;US120->CS40;US54->CS46;US107->CS3;US110->CS62;US122->CS10;US17->CS9;US83->CS3;US120->CS16;US18->CS42;US40->CS16;US96->CS8;US67->CS43;US66->CS2;US8->CS56;US73->CS17;US79->CS47;US38->CS22;US55->CS63;US27->CS59;US122->CS18;US68->CS52;US124->CS28;US107->CS59;US39->CS47;US88->CS56;US14->CS54;US17->CS1;US56->CS48;US45->CS61;US113->CS33;US95->CS47;US71->CS63;US119->CS39;US29->CS61;US59->CS11;US31->CS23,-,0
3,random,US78->CS30;US63->CS31;US53->CS61;US75->CS35;US117->CS53;US124->CS4;US23->CS47;US31->CS31;US14->CS22;US45->CS21;US18->CS34;US5->CS61;US47->CS39;US56->CS40;US86->CS22;US34->CS50;US41->CS41;US79->CS23;US18->CS42;US61->CS45;US49->CS25;US28->CS44;US83->CS51;US102->CS46;US124->CS44;US29->CS53;US115->CS35;US36->CS4;US98->CS34;US89->CS49;US106->CS50;US30->CS62;US19->CS27;US13->CS61;US120->CS40;US82->CS50;US49->CS17;US115->CS11;US50->CS34;US57->CS9;US100->CS20,-,0
4,random,US119->CS23;US22->CS46;US80->CS32;US104->CS8;US54->CS38;US54->CS22;US93->CS29;US25->CS1;US67->CS59;US94->CS14;US0->CS0;US47->CS31;US80->CS40;US6->CS54;US123->CS43;US89->CS25;US21->CS5;US94->CS6;US110->CS46;US54->CS6;US6->CS6;US24->CS0;US53->CS37;US18->CS18;US64->CS0;US0->CS40;US34->CS42;US66->CS34;US25->CS41;US108->CS12;US117->CS45;US17->CS49;US15->CS63;US48->CS32;US68->CS4;US35->CS51;US102->CS6;US74->CS18;US69->CS37;US41->CS49;US39->CS39,-,0
5,random,US103->CS31;US119->CS39;US31->CS47;US68->CS4;US3->CS35;US66->CS42;US104->CS32;US13->CS13;US65->CS1;US96->CS0;US37->CS61;US95->CS39;US61->CS21;US70->CS22;US38->CS6;US91->CS19;US51->CS3;US32->CS8;US50->CS50;US35->CS27;US98->CS58;US15->CS63;US78->CS22;US48->CS8;US31->CS23;US118->CS22;US9->CS25;US113->CS17;US102->CS14;US42->CS2;US120->CS48;US58->CS18;US20->CS20;US5->CS61;US7->CS39;US100->CS4;US88->CS56;US16->CS48;US103->CS47;US7->CS63;US99->CS59,-,0
6,random,US76->CS52;US20->CS44;US123->CS27;US44->CS36;US119->CS55;US12->CS60;US23->CS7;US4->CS52;US32->CS56;US11->CS51;US87->CS55;US89->CS49;US1->CS57;US25->CS25;US65->CS33;US3->CS51;US1->CS33;US94->CS6;US50->CS18;US114->CS34;US41->CS33;US8->CS32;US51->CS43;US89->CS1;US63->CS31;US115->CS3;US113->CS9;US1->CS49;US82->CS34;US7->CS55;US21->CS53;US42->CS58;US11->CS59;US15->CS15;US110->CS30;US19->CS51;US109->CS45;US89->CS41;US126->CS54;US2->CS26;US52->CS36,-,0
7,random,US119->CS15;US34->CS42;US126->CS62;US117->CS29;US22->CS62;US79->CS47;US104->CS32;US122->CS18;US55->CS23;US21->CS53;US58->CS58;US111->CS7;US90->CS2;US85->CS45;US122->CS26;US19->CS27;US112->CS24;US66->CS34;US16->CS16;US55->CS15;US4->CS20;US79->CS23;US49->CS1;US48->CS24;US30->CS46;US69->CS53;US96->CS0;US115->CS51;US72->CS32;US100->CS36;US11->CS51;US77->CS53;US75->CS27;US26->CS10;US2->CS18;US46->CS30;US67->CS27;US58->CS26;US17->CS57;US7->CS39;US16->CS0,-,0
8,random,US69->CS5;US58->CS2;US82->CS42;US64->CS16;US32->CS16;US24->CS40;US14->CS46;US1->CS1;US94->CS46;US83->CS3;US1->CS9;US25->CS17;US74->CS42;US98->CS26;US75->CS43;US106->CS34;US61->CS53;US85->CS45;US24->CS16;US86->CS46;US58->CS34;US35->CS27;US7->CS31;US83->CS27;US122->CS2;US119->CS7;US110->CS30;US93->CS21;US50->CS26;US17->CS25;US67->CS43;US115->CS59;US93->CS53;US76->CS12;US15->CS55;US49->CS1;US94->CS30;US76->CS60;US47->CS15;US41->CS57;US113->CS17,-,0
9,random,US94->CS22;US61->CS53;US22->CS14;US105->CS1;US8->CS48;US17->CS49;US53->CS61;US94->CS30;US56->CS40;US40->CS48;US64->CS32;US123->CS51;US27->CS59;US1->CS9;US4->CS28;US124->CS28;US39->CS63;US111->CS47;US76->CS52;US51->CS3;US110->CS22;US107->CS43;US53->CS37;US24->CS56;US47->CS23;US20->CS44;US52->CS4;US6->CS62;US101->CS37;US119->CS47;US81->CS57;US118->CS62;US35->CS35;US97->CS57;US124->CS52;US120->CS48;US113->CS1;US29->CS61;US95->CS15;US41->CS9;US88->CS8,-,0
10,random,US71->CS23;US109->CS37;US110->CS54;US9->CS41;US4->CS12;US82->CS10;US19->CS19;US19->CS59;US109->CS45;US106->CS18;US25->CS17;US31->CS15;US17->CS33;US92->CS12;US20->CS28;US53->CS61;US37->CS53;US0->CS16;US91->CS27;US79->CS23;US3->CS3;US76->CS4;US38->CS46;US98->CS50;US105->CS1;US54->CS14;US61->CS21;US41->CS1;US116->CS28;US74->CS58;US42->CS18;US62->CS46;US68->CS52;US72->CS0;US101->CS53;US114->CS50;US45->CS29;US0->CS32;US44->CS28;US26->CS50;US17->CS49,-,0
