epoch,link_name,tx,rx,drop
1,US0->CS0,27027,27027,0
1,US0->CS8,27548,27548,0
1,US0->CS16,27581,27581,0
1,US0->CS24,27500,27500,0
1,US0->CS32,27448,27448,0
1,US0->CS40,27451,27451,0
1,US0->CS48,27684,27684,0
1,US0->CS56,27654,27654,0
1,US1->CS1,27376,27376,0
1,US1->CS9,27851,27851,0
1,US1->CS17,27489,27489,0
1,US1->CS25,27690,27690,0
1,US1->CS33,27346,27346,0
1,US1->CS41,27447,27447,0
1,US1->CS49,27633,27633,0
1,US1->CS57,27694,27694,0
1,US2->CS2,27383,27383,0
1,US2->CS10,27657,27657,0
1,US2->CS18,27472,27472,0
1,US2->CS26,27511,27511,0
1,US2->CS34,27427,27427,0
1,US2->CS42,27325,27325,0
1,US2->CS50,27364,27364,0
1,US2->CS58,27661,27661,0
1,US3->CS3,27788,27788,0
1,US3->CS11,27596,27596,0
1,US3->CS19,27666,27666,0
1,US3->CS27,27532,27532,0
1,US3->CS35,27395,27395,0
1,US3->CS43,27521,27521,0
1,US3->CS51,27863,27863,0
1,US3->CS59,27637,27637,0
1,US4->CS4,27268,27268,0
1,US4->CS12,27467,27467,0
1,US4->CS20,27508,27508,0
1,US4->CS28,27299,27299,0
1,US4->CS36,27604,27604,0
1,US4->CS44,27771,27771,0
1,US4->CS52,27305,27305,0
1,US4->CS60,27545,27545,0
1,US5->CS5,27402,27402,0
1,US5->CS13,27630,27630,0
1,US5->CS21,27957,27957,0
1,US5->CS29,27462,27462,0
1,US5->CS37,27665,27665,0
1,US5->CS45,27894,27894,0
1,US5->CS53,27625,27625,0
1,US5->CS61,27698,27698,0
1,US6->CS6,27503,27503,0
1,US6->CS14,27368,27368,0
1,US6->CS22,27588,27588,0
1,US6->CS30,27690,27690,0
1,US6->CS38,27469,27469,0
1,US6->CS46,27625,27625,0
1,US6->CS54,27854,27854,0
1,US6->CS62,27679,27679,0
1,US7->CS7,27820,27820,0
1,US7->CS15,27400,27400,0
1,US7->CS23,27586,27586,0
1,US7->CS31,27714,27714,0
1,US7->CS39,27315,27315,0
1,US7->CS47,27418,27418,0
1,US7->CS55,27688,27688,0
1,US7->CS63,27472,27472,0
1,US8->CS0,0,0,0
1,US8->CS8,0,0,0
1,US8->CS16,0,0,0
1,US8->CS24,0,0,0
1,US8->CS32,0,0,0
1,US8->CS40,0,0,0
1,US8->CS48,0,0,0
1,US8->CS56,0,0,0
1,US9->CS1,0,0,0
1,US9->CS9,0,0,0
1,US9->CS17,0,0,0
1,US9->CS25,0,0,0
1,US9->CS33,0,0,0
1,US9->CS41,0,0,0
1,US9->CS49,0,0,0
1,US9->CS57,0,0,0
1,US10->CS2,0,0,0
1,US10->CS10,0,0,0
1,US10->CS18,0,0,0
1,US10->CS26,0,0,0
1,US10->CS34,0,0,0
1,US10->CS42,0,0,0
1,US10->CS50,0,0,0
1,US10->CS58,0,0,0
1,US11->CS3,0,0,0
1,US11->CS11,0,0,0
1,US11->CS19,0,0,0
1,US11->CS27,0,0,0
1,US11->CS35,0,0,0
1,US11->CS43,0,0,0
1,US11->CS51,0,0,0
1,US11->CS59,0,0,0
1,US12->CS4,0,0,0
1,US12->CS12,0,0,0
1,US12->CS20,0,0,0
1,US12->CS28,0,0,0
1,US12->CS36,0,0,0
1,US12->CS44,0,0,0
1,US12->CS52,0,0,0
