epoch,policy,chosen,verdict,correct
1,random,US21->CS61;US41->CS17;US12->CS28;US26->CS58;US104->CS56;US32->CS24;US17->CS1;US111->CS55;US44->CS20;US28->CS28;US57->CS17;US24->CS32;US88->CS40;US86->CS62;US89->CS49;US86->CS54;US75->CS27;US62->CS38;US30->CS54;US121->CS9;US80->CS0;US71->CS63;US84->CS12;US82->CS18;US54->CS62;US111->CS15;US69->CS21;US88->CS24;US58->CS58;US116->CS60;US45->CS45;US114->CS10;US54->CS38;US66->CS58;US4->CS28;US22->CS38;US57->CS57;US26->CS10;US7->CS47;US26->CS26;US16->CS32,-,0
2,random,US127->CS7;US8->CS40;US101->CS37;US50->CS10;US7->CS39;US77->CS13;US126->CS30;US101->CS21;US65->CS25;US104->CS8;US31->CS31;US28->CS60;US95->CS47;US70->CS6;US27->CS3;US13->CS53;US71->CS47;US72->CS16;US2->CS42;US87->CS63;US10->CS34;US107->CS43;US43->CS3;US12->CS52;US33->CS41;US61->CS13;US19->CS19;US127->CS23;US59->CS3;US21->CS45;US2->CS2;US100->CS44;US27->CS19;US114->CS42;US63->CS63;US24->CS24;US105->CS1;US117->CS61;US64->CS56;US59->CS11;US109->CS13,-,0
3,random,US44->CS52;US68->CS12;US45->CS21;US121->CS41;US25->CS49;US103->CS15;US1->CS33;US42->CS58;US109->CS5;US3->CS51;US3->CS19;US119->CS31;US120->CS16;US13->CS21;US52->CS52;US113->CS57;US17->CS33;US118->CS38;US66->CS34;US107->CS51;US89->CS57;US15->CS7;US46->CS38;US8->CS0;US62->CS30;US2->CS34;US68->CS28;US15->CS39;US106->CS2;US34->CS58;US123->CS27;US56->CS40;US12->CS4;US5->CS5;US99->CS43;US87->CS47;US19->CS3;US37->CS37;US106->CS42;US70->CS6;US124->CS36,-,0
4,random,US120->CS56;US42->CS42;US19->CS43;US22->CS22;US72->CS56;US5->CS37;US78->CS46;US83->CS3;US68->CS4;US29->CS21;US125->CS21;US21->CS29;US80->CS8;US90->CS2;US20->CS36;US122->CS18;US124->CS28;US53->CS21;US87->CS15;US95->CS23;US115->CS59;US8->CS56;US80->CS24;US107->CS19;US15->CS55;US61->CS45;US21->CS13;US13->CS45;US81->CS25;US127->CS39;US21->CS21;US33->CS41;US54->CS62;US114->CS58;US88->CS56;US2->CS58;US2->CS26;US44->CS44;US87->CS63;US29->CS29;US73->CS1,-,0
5,random,US77->CS5;US81->CS33;US55->CS55;US71->CS23;US32->CS8;US26->CS26;US56->CS0;US91->CS19;US76->CS52;US23->CS39;US106->CS34;US118->CS22;US27->CS27;US117->CS53;US35->CS35;US104->CS8;US85->CS13;US103->CS55;US54->CS38;US103->CS15;US126->CS62;US58->CS50;US123->CS11;US17->CS49;US15->CS39;US30->CS38;US59->CS43;US23->CS23;US74->CS2;US67->CS3;US53->CS45;US24->CS0;US12->CS4;US30->CS22;US69->CS53;US33->CS9;US126->CS22;US49->CS49;US117->CS37;US0->CS40;US63->CS31,-,0
6,random,US66->CS58;US47->CS7;US110->CS14;US57->CS33;US93->CS13;US69->CS5;US58->CS58;US115->CS59;US42->CS50;US21->CS45;US31->CS15;US27->CS11;US40->CS16;US104->CS32;US125->CS21;US85->CS5;US61->CS21;US85->CS53;US38->CS62;US86->CS62;US109->CS37;US113->CS33;US126->CS62;US104->CS56;US87->CS7;US3->CS3;US6->CS30;US109->CS29;US77->CS5;US68->CS52;US122->CS42;US95->CS47;US31->CS63;US53->CS53;US19->CS43;US59->CS59;US104->CS48;US62->CS54;US92->CS20;US27->CS3;US80->CS48,-,0
7,random,US68->CS12;US127->CS63;US42->CS2;US0->CS56;US14->CS30;US3->CS3;US111->CS23;US96->CS0;US93->CS37;US13->CS5;US25->CS9;US52->CS44;US34->CS42;US16->CS48;US40->CS56;US74->CS2;US109->CS61;US45->CS53;US94->CS22;US43->CS3;US67->CS43;US1->CS9;US59->CS11;US36->CS60;US53->CS5;US110->CS14;US113->CS33;US34->CS50;US47->CS55;US60->CS12;US39->CS7;US32->CS32;US90->CS58;US66->CS18;US102->CS38;US21->CS37;US106->CS58;US123->CS43;US0->CS24;US67->CS11;US72->CS32,-,0
8,random,US89->CS49;US22->CS62;US11->CS27;US67->CS51;US61->CS29;US82->CS50;US56->CS24;US52->CS44;US104->CS16;US106->CS26;US6->CS22;US61->CS13;US91->CS11;US77->CS53;US105->CS57;US33->CS17;US77->CS29;US111->CS39;US12->CS44;US110->CS54;US34->CS34;US11->CS3;US28->CS12;US47->CS15;US121->CS49;US43->CS19;US124->CS60;US21->CS29;US54->CS30;US99->CS27;US19->CS3;US4->CS4;US90->CS50;US110->CS62;US53->CS5;US53->CS53;US19->CS35;US22->CS30;US122->CS18;US66->CS58;US55->CS31,-,0
9,random,US58->CS58;US51->CS19;US79->CS63;US24->CS24;US1->CS57;US86->CS46;US118->CS54;US34->CS10;US98->CS42;US65->CS17;US84->CS4;US74->CS2;US95->CS7;US83->CS35;US8->CS32;US21->CS61;US82->CS34;US76->CS4;US19->CS43;US104->CS56;US5->CS29;US46->CS46;US10->CS18;US53->CS37;US59->CS59;US84->CS60;US65->CS25;US99->CS59;US72->CS56;US24->CS32;US32->CS48;US59->CS3;US9->CS57;US26->CS18;US48->CS24;US118->CS22;US117->CS5;US114->CS2;US72->CS0;US32->CS40;US42->CS10,-,0
10,random,US127->CS15;US32->CS0;US21->CS53;US77->CS45;US10->CS58;US122->CS58;US83->CS59;US4->CS20;US24->CS0;US4->CS4;US38->CS62;US76->CS36;US64->CS48;US84->CS44;US77->CS13;US70->CS62;US113->CS33;US116->CS60;US65->CS25;US96->CS48;US51->CS43;US52->CS28;US117->CS29;US103->CS47;US93->CS5;US78->CS54;US118->CS46;US90->CS18;US74->CS10;US43->CS43;US109->CS13;US61->CS45;US120->CS32;US48->CS56;US57->CS41;US116->CS12;US42->CS42;US117->CS61;US21->CS13;US46->CS38;US0->CS24,-,0
